#,Equation,activationEnergy,chemicalComposition,facet,reactionEnergy,,,,,,,868,CH4(g) + 5* -> C* + 4H*,,Co6La6,101,-1.537149169
13601,CH4(g) + 5* -> C* + 4H*,,Al3Tc9,111,-0.768034099,,,,,,,46227,CH4(g) + 5* -> C* + 4H*,,Ag6Ta6,101,-1.241516532
8897,CH4(g) + 5* -> C* + 4H*,,Al3Ti9,111,-2.885717734,,,,,,,46228,CH4(g) + 5* -> C* + 4H*,,Ru6Zr6,101,-1.911791013
59219,CH4(g) + 5* -> C* + 4H*,,Al3Tl9,111,4.674602137,,,,,,,46229,CH4(g) + 5* -> C* + 4H*,,In6Os6,101,-1.302636157
4841,CH4(g) + 5* -> C* + 4H*,,Al3V9,111,-2.893210253,,,,,,,46231,CH4(g) + 5* -> C* + 4H*,,Tc6W6,101,-1.172629281
11457,CH4(g) + 5* -> C* + 4H*,,Al3W9,111,-2.344469159,,,,,,,46252,CH4(g) + 5* -> C* + 4H*,,Au6Rh6,101,1.013312207
88443,CH4(g) + 5* -> C* + 4H*,,Al3Y9,111,-2.228724178,,,,,,,46549,CH4(g) + 5* -> C* + 4H*,,Bi6Re6,101,-1.673983518
17840,CH4(g) + 5* -> C* + 4H*,,Al3Zn9,111,5.364272076,,,,,,,46641,CH4(g) + 5* -> C* + 4H*,,Mn6Ru6,101,0.67471361
6547,CH4(g) + 5* -> C* + 4H*,,Al3Zr9,111,-2.771578632,,,,,,,46662,CH4(g) + 5* -> C* + 4H*,,Mo6Pt6,101,-0.121922918
76235,CH4(g) + 5* -> C* + 4H*,,Al9Au3,111,3.91271509,,,,,,,46663,CH4(g) + 5* -> C* + 4H*,,Ni6Zr6,101,-2.014238744
63353,CH4(g) + 5* -> C* + 4H*,,Al9Bi3,111,3.434770126,,,,,,,46679,CH4(g) + 5* -> C* + 4H*,,Ag6Hg6,101,9.06048496
75460,CH4(g) + 5* -> C* + 4H*,,Al9Cd3,111,3.912751009,,,,,,,46738,CH4(g) + 5* -> C* + 4H*,,Ag6Pd6,101,2.573795954
76710,CH4(g) + 5* -> C* + 4H*,,Al9Cr3,111,2.944453098,,,,,,,46739,CH4(g) + 5* -> C* + 4H*,,Hf6V6,101,-4.077824243
75459,CH4(g) + 5* -> C* + 4H*,,Al9Cu3,111,4.300689014,,,,,,,46740,CH4(g) + 5* -> C* + 4H*,,Cd6Pb6,101,7.795157788
75457,CH4(g) + 5* -> C* + 4H*,,Al9Fe3,111,4.495861849,,,,,,,46741,CH4(g) + 5* -> C* + 4H*,,Cd6Ta6,101,-1.865406079
71924,CH4(g) + 5* -> C* + 4H*,,Al9Ga3,111,3.742825441,,,,,,,46756,CH4(g) + 5* -> C* + 4H*,,Au6Fe6,101,2.326369371
75450,CH4(g) + 5* -> C* + 4H*,,Al9Hf3,111,2.045498093,,,,,,,46774,CH4(g) + 5* -> C* + 4H*,,Ti6Y6,101,-3.234254608
75461,CH4(g) + 5* -> C* + 4H*,,Al9Hg3,111,3.869906277,,,,,,,46784,CH4(g) + 5* -> C* + 4H*,,Pb6Sn6,101,6.68623988
71925,CH4(g) + 5* -> C* + 4H*,,Al9In3,111,3.907820714,,,,,,,46858,CH4(g) + 5* -> C* + 4H*,,Al6La6,101,-1.073638756
75456,CH4(g) + 5* -> C* + 4H*,,Al9Ir3,111,3.599732202,,,,,,,46944,CH4(g) + 5* -> C* + 4H*,,Ga6Ta6,101,-0.108284301
74585,CH4(g) + 5* -> C* + 4H*,,Al9La3,111,0.83952439,,,,,,,47033,CH4(g) + 5* -> C* + 4H*,,Ti6Tl6,101,0.15943694
44098,CH4(g) + 5* -> C* + 4H*,,Al9Mn3,111,3.794410197,,,,,,,47044,CH4(g) + 5* -> C* + 4H*,,Ga6Zn6,101,5.725122509
75452,CH4(g) + 5* -> C* + 4H*,,Al9Mo3,111,3.580189666,,,,,,,47089,CH4(g) + 5* -> C* + 4H*,,Au6Cd6,101,6.639104049
76012,CH4(g) + 5* -> C* + 4H*,,Al9Nb3,111,2.95760953,,,,,,,47098,CH4(g) + 5* -> C* + 4H*,,Ta6Zr6,101,-3.13231505
59900,CH4(g) + 5* -> C* + 4H*,,Al9Ni3,111,5.737282869,,,,,,,47116,CH4(g) + 5* -> C* + 4H*,,Zn6Zr6,101,-1.893215842
75455,CH4(g) + 5* -> C* + 4H*,,Al9Os3,111,2.196252969,,,,,,,47161,CH4(g) + 5* -> C* + 4H*,,Os6Ru6,101,0.057237786
71949,CH4(g) + 5* -> C* + 4H*,,Al9Pb3,111,3.01597237,,,,,,,47216,CH4(g) + 5* -> C* + 4H*,,Co6Ni6,101,1.228813577
76013,CH4(g) + 5* -> C* + 4H*,,Al9Pd3,111,4.468451686,,,,,,,47283,CH4(g) + 5* -> C* + 4H*,,Mn6Ta6,101,-2.473694117
75458,CH4(g) + 5* -> C* + 4H*,,Al9Pt3,111,4.960745349,,,,,,,47293,CH4(g) + 5* -> C* + 4H*,,Mo6Ru6,101,-1.287537785
44634,CH4(g) + 5* -> C* + 4H*,,Al9Re3,111,2.478391345,,,,,,,47380,CH4(g) + 5* -> C* + 4H*,,Fe6Pt6,101,3.003677859
60528,CH4(g) + 5* -> C* + 4H*,,Al9Rh3,111,5.173245712,,,,,,,47439,CH4(g) + 5* -> C* + 4H*,,Bi6Ti6,101,1.738827974
60536,CH4(g) + 5* -> C* + 4H*,,Al9Ru3,111,3.782410385,,,,,,,47446,CH4(g) + 5* -> C* + 4H*,,Mo6Sc6,101,-2.450103616
74586,CH4(g) + 5* -> C* + 4H*,,Al9Sc3,111,1.611648088,,,,,,,47447,CH4(g) + 5* -> C* + 4H*,,Mo6Os6,101,-1.367970417
72500,CH4(g) + 5* -> C* + 4H*,,Al9Sn3,111,3.512379714,,,,,,,47448,CH4(g) + 5* -> C* + 4H*,,Cr6Zn6,101,-0.488618221
75451,CH4(g) + 5* -> C* + 4H*,,Al9Ta3,111,2.56704685,,,,,,,47449,CH4(g) + 5* -> C* + 4H*,,Ir6Re6,101,0.07502437
75454,CH4(g) + 5* -> C* + 4H*,,Al9Tc3,111,3.856938692,,,,,,,47450,CH4(g) + 5* -> C* + 4H*,,La6Pd6,101,0.652661641
43512,CH4(g) + 5* -> C* + 4H*,,Al9Ti3,111,2.138150542,,,,,,,47451,CH4(g) + 5* -> C* + 4H*,,Pd6Pt6,101,0.836580527
71927,CH4(g) + 5* -> C* + 4H*,,Al9Tl3,111,4.363799561,,,,,,,47452,CH4(g) + 5* -> C* + 4H*,,Ag6Co6,101,1.418704546
76234,CH4(g) + 5* -> C* + 4H*,,Al9V3,111,2.605638579,,,,,,,47453,CH4(g) + 5* -> C* + 4H*,,Pd6Ru6,101,-0.019534372
75453,CH4(g) + 5* -> C* + 4H*,,Al9W3,111,2.622445418,,,,,,,47454,CH4(g) + 5* -> C* + 4H*,,Cr6Ru6,101,-0.94065958
74584,CH4(g) + 5* -> C* + 4H*,,Al9Y3,111,0.850281867,,,,,,,47455,CH4(g) + 5* -> C* + 4H*,,Mn6Sn6,101,6.397136206
59599,CH4(g) + 5* -> C* + 4H*,,Al9Zn3,111,4.057169306,,,,,,,47456,CH4(g) + 5* -> C* + 4H*,,Pb6Ti6,101,0.757767516
75156,CH4(g) + 5* -> C* + 4H*,,Al9Zr3,111,2.163378352,,,,,,,47457,CH4(g) + 5* -> C* + 4H*,,Ga6Os6,101,-0.149099608
62219,CH4(g) + 5* -> C* + 4H*,,Au12,111,6.031036289,,,,,,,47458,CH4(g) + 5* -> C* + 4H*,,In6Mo6,101,0.79152351
63905,CH4(g) + 5* -> C* + 4H*,,Au3Bi9,111,5.936060123,,,,,,,47459,CH4(g) + 5* -> C* + 4H*,,Pb6Tc6,101,0.033845928
73932,CH4(g) + 5* -> C* + 4H*,,Au3Cd9,111,8.027236741,,,,,,,47566,CH4(g) + 5* -> C* + 4H*,,Hg6Ni6,101,2.536535134
63562,CH4(g) + 5* -> C* + 4H*,,Au3Co9,111,1.100381832,,,,,,,47696,CH4(g) + 5* -> C* + 4H*,,Cr6Hf6,101,-3.968276654
7041,CH4(g) + 5* -> C* + 4H*,,Au3Cr9,111,-2.015914965,,,,,,,47876,CH4(g) + 5* -> C* + 4H*,,Ga6Zr6,101,0.256370149
59863,CH4(g) + 5* -> C* + 4H*,,Au3Cu9,111,4.007693432,,,,,,,47962,CH4(g) + 5* -> C* + 4H*,,Ir6Ti6,101,0.193182049
76950,CH4(g) + 5* -> C* + 4H*,,Au3Ga9,111,6.147974897,,,,,,,48002,CH4(g) + 5* -> C* + 4H*,,Bi6Mo6,101,-0.557676904
8100,CH4(g) + 5* -> C* + 4H*,,Au3Hf9,111,-3.387056189,,,,,,,48008,CH4(g) + 5* -> C* + 4H*,,Au6Ni6,101,1.954511253
77348,CH4(g) + 5* -> C* + 4H*,,Au3In9,111,6.409985422,,,,,,,48009,CH4(g) + 5* -> C* + 4H*,,Cd6Hg6,101,8.518402356
16277,CH4(g) + 5* -> C* + 4H*,,Au3Ir9,111,-0.312959214,,,,,,,48011,CH4(g) + 5* -> C* + 4H*,,Cr6Tl6,101,0.730205785
871,CH4(g) + 5* -> C* + 4H*,,Au3La9,111,-1.397800625,,,,,,,48014,CH4(g) + 5* -> C* + 4H*,,Hf6Y6,101,-3.080410968
59982,CH4(g) + 5* -> C* + 4H*,,Au3Mo9,111,-2.642130678,,,,,,,48029,CH4(g) + 5* -> C* + 4H*,,Co6Ti6,101,-1.580616906
3289,CH4(g) + 5* -> C* + 4H*,,Au3Nb9,111,-3.300899505,,,,,,,48060,CH4(g) + 5* -> C* + 4H*,,Cu6Ta6,101,-1.131730163
16609,CH4(g) + 5* -> C* + 4H*,,Au3Ni9,111,0.799546514,,,,,,,48076,CH4(g) + 5* -> C* + 4H*,,Ag6Au6,101,6.228247119
