Catalyst,B.E.
Hg9Pb3,2.56583676
Pb3Zn9,0.139186365
Pb3Zn9,-0.090665066
Pb9Rh3,1.304191288
In3Pb9,0.787021794
Pb9Rh3,1.235150428
In3Pb9,0.570955379
Pb9Rh3,1.013300914
Rh3Ru9,-0.160193825
Pd9Y3,1.642324025
Pb3Pt9,1.83957268
Rh3Ru9,-0.526362043
Ti9V3,-3.528020273
Pd9Y3,1.169793855
Pb3Pt9,1.559693665
La9Re3,-2.908246447
Ta3Ti9,-3.524591639
Rh3Ru9,0.34047727
Ti9V3,-3.33637798
Pd9Y3,0.203435571
La9Re3,-2.610487784
Ta3Ti9,-3.24984469
Rh3Ru9,0.103704081
Ti9V3,-3.315475691
Pd9Y3,0.476560721
Ta3Ti9,-3.110131377
Ti9V3,-3.112261349
La3Sn9,-0.223667235
Au3La9,-3.293348482
Hf9Tl3,-3.79460299
Au3La9,-2.850242797
Hf9Tl3,-3.533602825
Ag3Sn9,0.667148165
Mo9Pb3,-1.286930971
Ag3Sn9,0.797628928
Mo9Pb3,-1.545888786
Ag3Sn9,0.660454573
Au3Ta9,-2.905334965
Ga3Zr9,-3.39770169
Ag3Sn9,0.759234073
Ga3Zr9,-3.029554796
Sn9Zr3,1.164645461
Cd3Zr9,-3.602589533
Ga3La9,-2.731985388
Au3Y9,-3.813294081
Os9Sc3,-1.042776693
Sn9Zr3,0.770304889
Cd3Zr9,-3.243870295
Ga3La9,-3.104396851
V9Zn3,-2.9177239
Os9Sc3,-0.385852253
V9Zn3,-2.73993982
Au3Cu9,0.856096668
Ni9Re3,1.095050442
Au3Cu9,0.998740647
Au3Cu9,1.371340275
Au3Mo9,-1.875224763
Au3Mo9,-2.071285505
Cu9Ta3,0.671744032
Nb3Y9,-3.388447371
Mo9Nb3,-1.05847358
Nb3Y9,-3.182271749
Ir3Pt9,1.493101286
Cu9Os3,0.933695235
Al9Re3,-1.52787104
La9Sc3,-2.966224926
Ir3Pt9,1.949346124
Al9Re3,-1.769871673
W3Y9,-3.367581274
La9Sc3,-2.892354046
Ir3Pt9,1.008761783
Al9Re3,-0.894576421
La9Sc3,-3.255897455
Ir3Pt9,1.265551803
Cu3Ga9,0.451250052
Al9Re3,-0.95374744
La9Sc3,-3.249448901
In9V3,0.821994545
Al9Os3,-1.857151506
Ni3Rh9,0.411507418
La3Ru9,-0.255918303
Cd3In9,0.374854772
Ga3Pt9,1.714202488
V9Zr3,-2.607549635
V9Zr3,-2.518945695
Tl3V9,-2.534533873
Cd3In9,0.496179312
Rh9Ti3,0.205183086
Cd3In9,0.548370066
Cr3Re9,-0.386701112
Nb9Tl3,-2.58515902
Cd3In9,0.589109181
Cr3Re9,-0.352314358
Ir9Tc3,1.462483717
Nb9Tl3,-2.405357216
Ir9Tc3,1.104268842
Cu9La3,0.831786834
Ir9Tc3,0.203855307
Cu9La3,-0.537453675
Ir9Tc3,0.226406605
Cu9Mo3,0.6713711
Re9Tc3,-0.791513033
Hf3Sn9,1.089921368
Ag3Pb9,1.022843674
Re3Ru9,0.318428975
Re9Tc3,-1.346390838
Hf3Sn9,0.673331408
Ir3Zn9,0.833422102
Al3Sn9,0.600613474
Re3Ru9,-0.222671434
Re9Tc3,-0.762481616
Ir3Zn9,0.704296738
Hg3Tl9,0.810244125
Ga3Ru9,-0.448913003
Hf3Pd9,2.366399766
Re3Ru9,-0.459626805
Re9Tc3,-1.278654084
Ir3Zn9,0.964359199
Sn9Ti3,0.877519782
Al3Sn9,0.73912486
Hf3Pd9,1.891040292
Re3Ru9,-0.867009113
Ir3Zn9,0.926166389
Hf3Pd9,-0.539121053
Ni9Sc3,-0.334850228
Cu9Zn3,0.981923603
Cd3V9,-2.834940612
Al3Sn9,-0.499943327
Hf3Pd9,-0.391340517
Cu9Zn3,0.980518135
Cd3V9,-2.870759909
Cu9Zn3,0.761222137
Cr9Hg3,-1.39536126
Cu9Zn3,0.862151745
La9Os3,-3.07161897
Cr9Hg3,-1.891640711
La9Os3,-2.650335998
Ga9Ta3,1.230122989
Ga9Ta3,0.678934504
Ga9Ta3,-0.037039455
Ga3Pb9,0.828885964
Ga3Mo9,-1.628439417
Hg3Pb9,0.701659819
Ga3Pb9,0.985029102
Hg3Ti9,-3.72774149
Ga3Mo9,-1.681128547
Cu9In3,0.925940399
Ga3Pb9,0.300200069
Cu3Y9,-3.732128102
Mn3Sn9,0.862032015
Os9Pt3,-0.259998378
Os9Pt3,-0.607385843
Au9Ru3,2.359104938
Al3Rh9,0.603985373
Au9Ru3,3.195409814
Re9V3,-1.103975912
Al9Hf3,-1.759201409
Re9V3,-1.440461272
Ga9Os3,0.084447128
Re9V3,-1.497531843
Co9Sc3,-0.926831844
Cr3Zr9,-1.037361628
Re9V3,-1.707319232
Ru9Zn3,-0.608897708
La9Rh3,-3.237594398
Ru9Zn3,-0.65745928
Cd9Ir3,1.408333471
Al3Ga9,0.240713398
La9Rh3,-2.715982101
Cr9Ga3,-1.853137963
Ru9Zn3,0.435094926
Cd9Ir3,1.380309964
Al3Ga9,0.611438163
Ru9Zn3,0.30741367
Cd9Ir3,1.159887006
Ga9Zr3,1.16592045
Al3Ga9,-0.596547957
Cd9Ir3,1.130109044
Ga9Zr3,-0.40697645
Ga9Zr3,-0.441343068
Au3Nb9,-2.839516342
Cu9Mn3,0.748806263
Cd9Os3,1.750833636
Al9Hf3,-0.507453397
Au3Nb9,-2.602889685
Au9Sn3,2.208565032
Al9Hf3,-0.553112058
Au9In3,2.075631299
Hf9Ti3,-3.590388901
Al9Hf3,-1.867601902
Au9In3,2.302972887
Hf9Ti3,-3.253410062
Ir9Zn3,0.605157367
Ir9Zn3,0.30174173
Ir9Zn3,0.792289782
Ir9Zn3,0.88482944
Tc3Ti9,-3.704449362
Os3Pd9,2.152754892
Tc3Ti9,-3.629140497
Hf9Sc3,-3.684768184
Tc3Ti9,-2.694159252
Re3V9,-3.129328329
In3Zn9,0.05248314
Hf9Sc3,-3.445514541
Ti3Y9,-3.479387271
Re3V9,-3.045024876
In3Zn9,0.39828908
Cu9Sn3,0.973606172
Hf9Sc3,-3.682793726
Ti3Y9,-3.477624382
In3Zn9,0.409266424
Hf9Sc3,-3.42493185
Ti3Y9,-3.587655381
Os9V3,-0.060137567
Hf9Zr3,-3.696516155
Fe9Ti3,-1.806447038
Ag3Pd9,1.39590372
Ti3Y9,-3.600861474
Os9V3,-0.614019979
Hf9Zr3,-3.343390625
Ag3Pd9,1.405939686
Os9V3,-0.689433472
Hf9Zr3,-3.588414307
Al3Nb9,-2.47550136
Ag3Pd9,1.68577285
Os9V3,-1.01035637
Hf9Zr3,-3.239618108
Al3Nb9,-2.263601008
Ag3Pd9,1.824112941
Co9W3,-1.062234329
Al3Nb9,-1.871357889
Au9Os3,2.33683106
Cd9Zn3,1.28362057
Hf9Ti3,-3.663970524
Ga9In3,0.13666523
Cr9Ir3,-0.627755605
Hf9Ti3,-3.331400609
Au9Sc3,2.269614452
Ru9Y3,-0.418572037
Ga9In3,0.342049544
Cr9Ir3,1.153981183
Au9Sc3,2.988219344
Ru9Y3,-1.250135057
Ga9In3,0.1633264
Au9Sc3,-0.153801191
Cr9La3,-1.727089391
Ru9Y3,-0.812232189
Ga9In3,0.392711291
Au9Sc3,-0.212403763
Cr9La3,-2.046756211
Cu9Tc3,0.770206111
Pd3Tl9,1.638344769
Pd3Tl9,1.517755752
Al9Ru3,-1.767274346
Pt3V9,-2.741264606
Ta9W3,-3.323255834
Ta9W3,-3.162476964
Cd9Re3,1.923522929
Al9Hg3,-2.01942292
Ta9W3,-2.991959412
Cd9Re3,1.970197119
Al9Hg3,-1.922060181
Al9Ni3,-1.705701379
Cr3Ir9,0.87332746
Ta9W3,-2.870315955
Ga3V9,-2.643619413
Al3In9,0.527670911
Rh3Sc9,-3.923139499
Co3Hg9,2.611683724
Cd3Co9,-0.366037331
Ga3V9,-2.478695841
Rh3Sc9,-4.008414534
Cr3Pd9,1.855009426
Co3Hg9,2.72052613
Al9Mn3,-1.251553587
Ag3Ta9,-3.094422926
In9Pt3,0.799234263
Ag3Ta9,-2.855451736
In9Pt3,0.762489779
In9Pt3,1.058759707
Al3Ni9,-0.234619001
Ru3Y9,0.753670978
Hf3Zn9,0.457747042
Cr9Pb3,-1.312802874
Ir9La3,-0.168954394
Cr9Pb3,-1.492725497
Ir9La3,0.127449006
Al3Ir9,0.848359791
Cd9Cr3,1.56428477
Ir9La3,0.629972244
Al3Ir9,0.46815771
Cd9Cr3,1.754113016
Al3Ir9,0.142210774
Cr3La9,-1.734300407
Hg3Ru9,-0.493370009
Tc3Zr9,-3.605175703
Al3Ir9,0.137940627
Hg3Ru9,-0.704700419
Tc3Zr9,-3.437440243
Hg3W9,-1.629379298
Au3Hf9,-3.883282713
Tc3Zr9,-2.59919642
Ga9Tc3,0.152086465
Hg3W9,-2.077199627
Ni9Pb3,0.318063526
Au3Hf9,-3.505043661
Ga9Tc3,0.405564043
Os3Ta9,-3.264482918
Os3Ta9,-2.852432225
Fe9Zr3,-0.045266545
Cd3Pb9,0.77673766
Cr9Ru3,-0.758450793
Fe9Sn3,0.062819521
Nb9Os3,-2.785126636
Cd3Pb9,0.898418669
Cr9Cu3,-2.211282497
Nb9Os3,-2.613427702
Cd3Pb9,0.818853943
Fe9Nb3,-1.560856271
Mo3Pb9,1.20102885
Cr9Ru3,0.545974512
Sc9Sn3,-3.918421181
Sc9Sn3,-3.932453139
Hg3Pb9,3.169801316
Hf9Pt3,2.005848113
Mo3Tc9,-0.115055173
Au3Pt9,1.420026475
Mo3Tc9,-0.540314
Ag3Y9,-3.862840025
Ag3Au9,2.287145522
Au3Pt9,1.512657019
Tl3V9,-0.737433537
Hg3La9,1.876060425
Cu9Ni3,0.902886234
Ag3Au9,2.486444827
Hf3Zr9,-3.381680988
Au3Pt9,1.689993744
Ag3Au9,2.359649846
Al9Au3,-2.08771846
Hf3Zr9,-3.084646828
Mo3Rh9,1.376796974
Ag3Au9,2.545083862
Hf3Zr9,-3.516535981
Mo3Rh9,0.767614635
Hf3Zr9,-3.209565176
Mo3Rh9,-0.614393183
Cd9Mo3,1.649986751
Cd9Mo3,1.891614724
Nb9Tl3,-0.826094212
Nb9Tl3,3.628243609
La9Pd3,-2.80734201
Cu9Mo3,-1.545250951
Cu9Ir3,0.971496201
Ag9Re3,2.044931144
La3Mo9,-1.383121852
Cu9Ir3,1.67304146
Ag9Re3,2.94698226
Cu9Ti3,0.620539282
La3Mo9,-1.786280681
Cu9Ir3,0.582256539
Cu9Ti3,1.229865842
Pb9Sc3,1.57864272
Ga9La3,0.090026823
Cu9Ir3,0.434131235
Cu9Ti3,-1.329033376
Pb9Sc3,1.174745102
Au9Pd3,2.465881048
Ga9La3,0.084114469
Cu9Ti3,-1.434034623
Au9Pd3,2.857108638
Au3V9,-3.005777625
Ga9La3,-0.842267298
Pd3Re9,-0.888290456
Pb3Ti9,-3.205725513
Mo3Pd9,2.15269285
Au9Pd3,2.311642842
Au3V9,-2.856098687
Ga9La3,-0.896199036
Pd3Re9,-1.597138978
In9Rh3,0.721858965
Au9Pd3,2.452493319
Hf3Sn9,-1.156410344
Hf9In3,2.192796987
In9Rh3,0.660247358
In9Rh3,0.775530835
Al3Sc9,-3.759613232
La9Zr3,-3.02641297
Cd9Pb3,0.86090764
Ag3Re9,-0.807011005
Al3Sc9,-3.823333585
Ag9Ga3,0.823292936
Ag3Re9,-1.588775423
Al3Sc9,-2.663617875
Mo3Pd9,2.261168174
Al3Y9,-3.68218079
Re9W3,-1.359989999
Al3Sc9,-2.64021935
Hf3W9,-1.888052209
In9W3,0.957722343
Re9W3,-1.094294373
Hf3W9,-1.948267601
In9W3,0.600520275
Hg9W3,2.71588346
Ti3Y9,-1.959420458
Cr9Ti3,-0.491299495
Ga3Os9,-0.582735051
Ga3Os9,0.418551629
Ag9W3,1.894522124
Ga3Os9,0.444191283
Ir3Zn9,2.06763537
Sn3Tc9,-0.884615014
Pt3Ta9,-3.072494224
La9Zr3,-2.862225874
Sn3Tc9,-1.060321913
Pt3Ta9,-2.781989708
La9Zr3,-2.771674552
Cr3Ti9,-3.592932757
Cd9La3,0.809428328
La9Zr3,-3.122209695
Cr3Ti9,-3.462191037
Al3Mo9,-1.628010293
Cr3Ti9,-3.072376943
Al3Mo9,-1.698122464
Cr3Ti9,-2.971016035
Ta9Y3,-2.440926984
Hf9Hg3,-3.55073552
Sc3W9,-1.888960117
Ta9Y3,-3.072651914
Co9Ru3,0.051022025
Sc3W9,-2.288202684
Hf3Ni9,0.303644622
Co9Ru3,-0.127984934
Co9Ru3,-0.282883968
Ag3Pt9,1.423508036
Hf3La9,-2.819792034
Hf9Hg3,-3.895568789
Sc3W9,-1.689373188
Ag3Pt9,1.274178084
Hf3La9,-2.714808474
Ag3Pt9,1.443001591
Hf3La9,-3.278410793
Os3Sn9,1.136063848
Hf3La9,-3.203274992
Pt3Re9,-0.904554836
Ag3La9,-3.282888562
Cu3Pt9,1.591445132
Re3Rh9,1.545969331
Cu3Pt9,1.429595903
Re3Rh9,1.068812273
Cu3Pt9,1.234148641
Os9Zr3,-0.298722898
Re3Rh9,-0.542194579
Cu3Pt9,1.591099003
Tc3Zn9,1.194300019
Os9Zr3,-1.050667722
In3Sc9,-3.90670668
Tc3Zn9,1.249317763
Cd9Cu3,1.147574127
Re3Sc9,-3.605614895
Hf3In9,-0.823045176
Os9Zr3,-1.09073458
In3Sc9,-3.974384113
Tc3Zn9,0.26512786
Cd9Cu3,1.15696668
Re3Sc9,-3.637007308
Os9Zr3,-1.07782754
Tc3Zn9,0.069924277
Cd9Cu3,0.901276136
Re3Sc9,-2.502602402
Au9Pd3,3.693468616
Cd9Cu3,0.849828253
Re3Sc9,-2.600124464
Au9Re3,2.317861188
Au9Re3,3.432305455
Nb9Tc3,-2.996189558
Nb9Tc3,-2.870115951
Cd9Pd3,1.169861611
Au9Pd3,3.146608646
Ta9W3,-1.053694989
Au3Rh9,0.240805917
Ti9Tl3,-3.607326219
Pt3Y9,-3.840336891
Fe9V3,-1.53961697
Au3Rh9,0.372652963
Ti9Tl3,-3.391160754
Pt3Y9,-3.834595697
Cd3Re9,-0.713744667
Cd9Ti3,1.25627517
Cd3Re9,-1.467845992
Ag9Ti3,1.791819559
Cr3Zn9,-0.847271063
Cu9Pt3,0.975990977
Cr3Zn9,-0.780226839
Cd3Tc9,3.854749672
Au3Sc9,-3.972822996
Cu9Pt3,1.457062257
Ru3W9,-1.922529169
In9Sc3,0.948408974
Au3Sc9,-4.021284702
Cu9Pt3,1.189747418
Ru3W9,-2.075703681
In9Sc3,1.073527462
Cu9Pt3,1.204333536
Ru3W9,-1.477273104
In9Sc3,-0.885692857
Ru3W9,-1.716819406
In9Sc3,-0.866810606
Ag9Tc3,-1.24075162
Ga3W9,-0.662933258
Cu9La3,-0.799943392
Cd3Mo9,-0.464325394
Ga3W9,3.238643396
Fe3Re9,-0.287509768
Cd3Mo9,3.50294335
Al9Zr3,-0.495879715
Ir9Rh3,0.596961026
Cr3Zn9,1.000435916
Mo9Sn3,-1.567059106
In9Ti3,1.130972462
Al9Zr3,-0.53748007
Ir9Rh3,0.660516751
Cr3Zn9,1.212119257
Fe3Re9,1.147040648
In9Ti3,1.006382556
Al9Zr3,-1.727755934
Ir9Rh3,0.723357088
Nb3Ru9,-0.197650839
Al9Zr3,-1.645837831
Ir9Rh3,0.848740478
Nb3Ru9,-0.816049674
Al3Zr9,-3.371691009
Nb3Zn9,0.575686894
Nb3Ru9,-0.896669113
La9Tl3,-2.944977461
Hg9Tl3,2.604283044
La9Sn3,1.209046276
Nb3Zn9,1.018501826
Nb3Ru9,-1.120333491
Pt9Ti3,2.314419084
V3W9,-2.174909448
Pb3Y9,-3.899623693
Nb3Zn9,-1.426688094
Pt9Ti3,1.972623966
V3W9,-2.179010884
Pb3Y9,-3.853948841
Ag3Pb9,2.827234892
Nb3Zn9,-1.580835277
Mo3W9,-2.107105482
Pt9Ti3,-0.132181066
V3W9,-2.73360052
Mo3W9,-2.198823629
Sn9W3,0.174614226
Ta9Tl3,-2.735066533
Co9In3,-0.092286864
Ta9Tl3,-2.646200004
Hf3Zn9,-1.171096872
Mo3W9,-2.204751765
Sc3Ti9,-3.461605176
Ag3Sc9,-3.99281969
Sc3Ti9,-3.454989273
Ir9Ni3,0.438107226
Ag3Sc9,-4.079960881
Al9Cu3,-1.968583756
Ag3Rh9,0.232033103
Cu9Nb3,-1.58946632
Al9Cu3,-1.807367871
Ag3Rh9,0.116141996
Ag9Ta3,1.786440276
Al9Cu3,-1.354905416
Pt9Y3,0.300127414
Nb9Os3,0.107480885
Al9Cu3,-1.151015687
Al9Y3,-0.948689116
Re9Zn3,-0.996133388
Hf3Hg9,2.249438299
Hf3Hg9,-1.585935643
Al9Y3,-1.122251349
Os3Zr9,-3.603292267
Re9Zn3,-1.461117298
Hf3Hg9,2.943922068
Al9Y3,-2.119072641
Os3Zr9,-3.413096667
Pd9Sn3,2.089982039
Cu9Fe3,0.759010259
Re9Zn3,-0.01609254
Cu9Pb3,0.594122471
Sn9Ti3,-1.148885035
Al9Y3,-2.095663231
Cd9In3,0.976877388
Cu3Zn9,0.515141157
Pd9Sn3,2.056671223
In9Ir3,0.567104832
Cd9In3,0.875688864
Cu3Zn9,0.661118531
Cd9In3,0.856813687
Hg9Sc3,2.184710172
Cd9In3,0.844274818
Ag3Co9,-0.309066354
Ag3Y9,1.902485944
La9Os3,0.055686192
Ag3Co9,-0.5026046
In9Ir3,0.648648914
La9Nb3,-2.842345509
Cr9Hg3,-0.246400305
La9Nb3,-2.703470035
Cr9Hg3,3.68164146
Cu9Ga3,2.231006532
Ga9Mo3,0.223142872
La9Nb3,-2.852393585
Rh9Ru3,0.975719408
Ga9Mo3,0.133054823
La9Nb3,-2.721727105
Hf9Tc3,-3.8913415
Rh9Ru3,0.800975928
Hf9Tc3,-3.724137615
Rh9Ru3,0.265972365
Tc9Y3,-0.5311356
Hf9Tc3,-2.799677923
Rh9Ru3,0.206352223
Tc9Y3,-1.5856604
Mo9Ni3,-0.787863578
Mo9Ni3,1.443915077
Ir3Ru9,0.018987968
Ir3Ru9,-0.243650187
Cu3W9,-0.918779859
Hf9Y3,-3.615841069
Ir3Ru9,0.440665776
Cu3W9,2.338310135
Ag9Ir3,0.68113917
Hf9Y3,-3.458072867
Au9Pb3,1.89480349
Ir3Ru9,0.136204269
Ag9Pt3,2.195922351
Hf9Y3,-3.57188897
Pd9Ta3,-1.787995543
Hf9Y3,-3.340753026
Ga3Pb9,1.551128746
Pb3Pd9,3.257663065
Cd9W3,-1.869257307
Hg3Sn9,3.361197211
Cr3Mo9,-2.074131135
Cr3Mo9,-2.058977932
Nb3Os9,0.348169248
Ag9Sn3,2.304875099
Nb3Os9,-0.220932491
Hf3Y9,-1.901378032
Cr3Mo9,-2.466145815
La3Ta9,-2.13554546
Hg3Ti9,2.757530347
La3Ta9,-2.309910566
Ti9Zr3,-3.187886954
Os9Zn3,-0.339031258
Ti9Zr3,-3.368150672
Os9Zn3,-0.752057207
Ga3Mo9,-0.489915932
Ti9Zr3,-3.160849043
Os9Zn3,0.355739183
Hg3Ir9,0.309503369
Ir3Tl9,2.104030596
Ir3Tl9,1.969593978
Fe9Zr3,-0.904599463
Ga3Mo9,2.946944164
La9V3,-2.8696388
Hg3Ir9,0.697913628
La9V3,-2.663932847
La9V3,-2.99259058
Pb3Y9,2.11154121
Ir9Os3,1.749224491
La9V3,-2.987839609
Pd9Zr3,1.834815178
In9Tc3,0.527361517
Pd3Ru9,-0.430087487
Ru3Y9,-3.719539979
Pd3Ru9,-0.727766285
Cu3Y9,0.914445902
Ir9Os3,0.55257749
Ru3Y9,-2.265722952
Co9Y3,-1.106210647
Ir9Mo3,1.678382102
Ir9Mo3,1.042190968
Au3In9,0.524882152
Ir9Mo3,-0.196390544
Cr3Re9,-0.955916323
Ru9V3,-0.226447966
Ga3Pd9,1.872554782
Mo3Tc9,-0.888391002
Ir9Mo3,-0.090021789
Cr3Re9,-1.30577363
Ru9V3,-0.674648983
Ga3Pd9,1.807268686
Mo3Tc9,-1.34665506
Cu3Tl9,1.322775166
Cr3Re9,-1.127284775
Ru9V3,-0.847153102
Ga3Pd9,1.176296151
Mo3Tc9,-1.08123046
Os9Re3,-0.216677991
Cd3Mo9,-1.486522662
Cr3Re9,-1.519529118
Ru9V3,-1.171957296
Ga3Pd9,1.219027411
Mo3Tc9,-1.460555519
Cd3Mo9,-1.885026576
Hf9In3,-3.743093745
Hf3In9,1.221601744
La9Sn3,-3.238581627
Nb3Ti9,-3.557906536
Ag9Rh3,2.251365954
Hf9In3,-3.480943491
Ag9Tc3,2.038906135
La9Sn3,-2.831815384
Ru9Zn3,3.113556883
Nb3Ti9,-3.335569257
Ag9Co3,2.097665445
Ag9Rh3,2.72544799
Nb3Ti9,-3.245728697
Ag9Co3,2.412332038
Ag9Rh3,1.065242275
Nb3Ti9,-3.078586581
Ag9Co3,0.404052315
Ag9Rh3,1.004087547
Ag9Co3,0.407360131
Cd9W3,1.841184002
Pt3Rh9,0.416548463
Pb3Pd9,1.826385771
Pt3Rh9,0.62618959
Ag9Sn3,1.99899928
Cd3Ru9,-0.50033313
Nb9Pt3,-2.750524096
Pt3Rh9,0.876051183
Cu9Ga3,1.136458005
Ag9Sn3,2.087669479
Cd3Ru9,-0.834018983
Nb9Pt3,-2.523322646
Pt3Rh9,0.954871406
Mo3Ti9,-3.652906647
Cu9Ga3,1.13346761
Ag9Sn3,1.352667824
Mo3Ti9,-3.549705977
Ag9Sn3,1.287680236
Nb3Os9,0.020850179
Mo3Ti9,-2.939429469
Nb3Os9,-0.771826141
Mo3Ti9,-2.873618601
Nb3Os9,-0.810712433
Ag9Ir3,2.321360164
Al9Tl3,3.615446776
La3Nb9,-2.287484712
Nb3Os9,-1.010345894
Os9Ru3,0.802071458
Mo3Sc9,-3.555624725
Cr3Zr9,-3.438349783
Cr3La9,-2.916825652
Os9Ru3,1.478618299
Mo3Sc9,-3.550974164
Cr3Zr9,-3.239894304
Cr3La9,-2.629247856
Mo3Sc9,-2.873573838
Nb3Pb9,1.509036272
Cr3Zr9,-2.99696413
Cr3La9,-2.797473529
Os9Pt3,0.78769582
Mo3Sc9,-2.873407984
Re3Y9,-3.49075782
Nb3Pb9,1.147149221
Cr3Zr9,-2.827652042
Os9Pt3,2.62405538
Re9Ti3,-1.064407566
Re3Y9,-3.495637774
Re9Ti3,-1.441898577
Re3Y9,-2.49527424
Re9Ti3,-1.776480365
Re3Y9,-2.562014241
Ir3Ti9,-3.600102277
Re9Ti3,-1.789507135
Ir3Ti9,-3.405045907
Pd9Ta3,2.24380391
Pb3Tl9,1.381004398
Hg3Sn9,0.362458354
Ag9Cr3,1.97274424
Pb3Tl9,0.860883694
Hg3Sn9,0.587017987
Ag9Cr3,2.596032281
Pb3Tl9,0.962231405
Al9Tl3,-1.709787577
Ag9Pt3,2.389815162
Al9Tl3,-1.486509328
Cr9Rh3,-2.025219081
Ag9Pt3,2.828477092
W9Y3,-1.477647941
Hg3Nb9,-1.014066642
Cr9Rh3,-2.249430952
Ag9Pt3,1.674498221
Hg9Ta3,2.502417773
Cr9Rh3,-1.572827783
Al3W9,-1.764063267
Ag9Pt3,1.692529709
Pb3Tl9,1.326534827
Hg9Ta3,3.096745962
Al3W9,-1.762489905
In3W9,-0.484842642
Al3W9,-1.124700238
Hg3Nb9,3.185031664
Y9Zr3,-3.438152365
Hf3Y9,-3.458607434
Hf3Y9,-3.407396698
Ir9Os3,1.259526794
Cd9Pt3,1.105858123
Cd9Nb3,1.406710993
Hf3Y9,-3.720828846
Ir9Os3,1.178557961
Cd9Nb3,1.811268079
Hf3Y9,-3.681688128
Ir9Os3,0.428502832
Ir9Os3,0.487214522
Al9Hf3,0.173714617
Cd9Tl3,0.780834742
Au9Cu3,2.531587288
Os9Y3,-0.131587041
Os9Y3,-1.146066616
Sc3Y9,-3.627216652
Au9Cu3,2.739338176
Os9Y3,-0.850113292
Au9Cu3,1.906632142
Al9Ta3,-0.523075044
Au9Cu3,2.047204791
Hf9Ir3,-3.896560644
Co9Pt3,-0.011519667
Ga9Pt3,0.413452624
Pd3Sc9,-4.042581691
Ag3Tc9,-0.887157374
La3Pb9,1.552905241
Al9Ta3,-0.863035434
Cu3Rh9,0.294120637
Hf9Ir3,-3.536397978
Co9Pt3,0.118586667
Ga9Pt3,0.39029179
Ag3Tc9,-1.474720676
Al9Ta3,-1.332818072
Cu3Rh9,0.361209896
Pd9Re3,2.3063505
Co9Pt3,0.555995785
Ga9Pt3,0.869551472
Cd3Nb9,-2.588627111
Al9Ta3,-1.187656631
Cu3Rh9,0.800441224
Co9Pt3,0.549168176
Cr9Pt3,-2.035606755
La3Pt9,1.377970737
Cr9Sc3,-1.862619089
Ga9Os3,1.102009889
Cd9Zr3,1.134207759
Cu3Rh9,0.783694386
Cr9Pt3,-2.172211575
La3Pt9,1.042796965
Cr9Sc3,-2.30194144
Ga9Zr3,0.254067929
Hg9Mo3,2.606115051
La3Pt9,0.335910112
Au9Cu3,2.982121953
La3Pt9,0.87385713
Cr3Pb9,1.186215381
Al3V9,-2.610035803
La9Pb3,-3.302494637
Pb9Y3,1.176488399
Al3V9,-2.470286299
La9Pb3,-2.921957719
Al3Ga9,0.714070523
Al3V9,-2.114517047
Rh9Sc3,-0.459278499
Cu3V9,-2.983316941
Nb3Re9,-0.658106094
Ir3Pd9,0.711984226
Cu3V9,-2.754369065
Nb3Re9,-0.592422576
Hg9Ta3,-1.938157211
Y9Zr3,-1.668894445
Cu3V9,-2.128501657
In3Ti9,-3.559546294
Ta3Y9,-3.360109844
In3Ti9,-3.355755886
Ta3Y9,-3.316875853
Pb9Tl3,0.745058983
Ta3Y9,-3.478820186
Pd9Re3,-1.326521629
Cu3Zr9,-3.395910229
La3Zr9,-3.273116818
Pb9Tl3,0.891370648
Ta3Y9,-3.383196526
Ir9Nb3,1.50357141
Cu3Zr9,-3.071915166
La3Zr9,-2.954804445
Ir9Nb3,0.766988229
In9Os3,0.755696321
La3Zr9,-3.02341169
Ir9Nb3,-0.463858583
Au3Nb9,-1.121385619
Al9Y3,1.30834565
La3Zr9,-2.896633173
Ir9Nb3,-0.265211535
Au3Nb9,2.737237866
In9La3,0.579984116
Hf9Ir3,1.542518248
Nb3Rh9,1.143165747
Al9Hg3,3.471329028
Sn9Tl3,3.442557888
In9Pt3,2.220536136
Nb3Rh9,0.476703853
Co3Hg9,1.093989606
Nb3Re9,-1.062262085
Nb3Rh9,-0.732102827
Cd9Cr3,-1.227667162
Nb3Re9,-1.611542644
Nb3Rh9,-0.621638078
Ni3Os9,0.642647579
Re3Sn9,-0.533080398
La9Y3,-3.011330652
Ni3Os9,2.462426291
La9Y3,-2.954468248
Al3In9,0.284419643
Sn9Zn3,0.441229188
La9Y3,-3.23271077
Sn9Zn3,0.680218609
La9Y3,-3.173394307
Cd3Pb9,2.670446572
Cr9Pt3,-0.720290909
Hg9Pt3,2.417322741
Hg3W9,-0.605429209
Cr9Pt3,2.114497319
Hg9Pt3,2.402158245
Hg3Mo9,-0.438991052
Hg3W9,4.069929813
Cu9Mn3,0.770126654
Au9In3,2.974689435
Cr3Pd9,-0.918240665
Hg3Mo9,3.646935381
Ag3Au9,4.017552797
Fe9Nb3,-0.656843622
Ir3W9,-0.913002066
Au9Hf3,3.269745464
Cr9In3,-0.191205687
Sn9W3,-1.230821233
Os9Y3,-1.266624612
Au9Hf3,-1.344582233
Cr9In3,3.457958307
Ir3W9,1.592461205
Pd3Sc9,1.630936061
Hf9Y3,0.592576592
Hf9Ti3,-1.000163258
Ti3V9,-1.273408274
Cr3Pb9,-1.213710171
Al9Au3,3.299907378
