Catalyst,B.E.
Fe9Nb3,-1.446028449
Fe9V3,-1.408497828
Fe9Mo3,-1.23032449
Fe9Ta3,-1.53891029
Fe9Mo3,-1.208903552
Fe9Ta3,-0.684526307
Co9Y3,-0.870909865
Fe9W3,-1.011502105
Fe9W3,-1.315209857
Co9Ni3,-0.184680941
Fe9W3,-1.283633631
Ni9Sc3,-0.847958151
Co9Ni3,0.022463133
Ni9Sc3,-0.636158344
Mn9V3,-1.72182358
Mn9Re3,-1.492091199
Mn9Re3,-1.268933906
Mn9Tc3,-1.242962409
Co9Mo3,-0.680740932
Co9Rh3,1.345903754
Mn9Tc3,-1.45036227
Mn9Os3,-1.056009589
Mn9Os3,-1.146043759
Cr3Pt9,-0.609633912
Ni9Ta3,-1.226832589
Pt9Sc3,0.198037377
Pt9Y3,0.70759122
Pt9Sc3,0.526192652
Pt9Zr3,0.000948453
Hf3Pt9,-0.013650591
Pt9V3,-0.899218411
Pt9Zr3,0.247719513
Hf3Pt9,0.263522661
Pt9Rh3,1.93156158
Fe3Pt9,1.091748612
Os3Pt9,0.170943546
Ni3Pt9,0.995145342
Ni3Pt9,1.338889884
Co9W3,-1.053374575
Mn3Pt9,0.718503393
Co9Sc3,-1.209211857
Ni9V3,-1.055987276
Pd9Y3,1.757413077
Co9Sc3,-0.982314495
Pd9W3,-1.922120182
Mo3Ni9,-0.85982109
Mo3Ni9,-0.909783775
Co9Ir3,0.100447286
Mo3Ni9,-0.927346139
Ir3Pt9,1.943053627
La3Pd9,0.40750163
Pd9Zr3,-0.574642521
Hf3Pd9,-0.183357516
Pd9Ti3,-0.718731289
Nb3Pd9,-1.613509211
Pd9Sc3,0.013610046
Pd9Zr3,-0.470040601
Pd9Ti3,-0.690119607
Pd9Sc3,0.19791615
Pd9Tc3,-0.611439931
Ni3Pd9,1.906646973
Co9Zr3,-1.216269402
Ni3Pd9,0.928317449
Co9Zr3,-1.032771475
Au9Y3,2.848239767
Ir3Pd9,0.721435556
Co3Pd9,1.209393221
Au9Y3,0.757054441
Au9Ta3,-2.209268582
Co9Os3,-0.293633689
Os3Pd9,-0.232995161
Co9Os3,-0.481956602
Os3Pd9,-0.231816908
Mn3Pd9,0.637707625
Au9La3,0.065265552
Mn3Pd9,0.744323051
Au9La3,0.168440099
Au9Tc3,-0.790948397
Au9La3,-0.069853799
Au9Tc3,-1.30258187
Fe3Pd9,0.587287243
Au9Ru3,0.419291506
Au9Nb3,3.355647585
Au9W3,-2.109534642
Au9Nb3,-1.976143895
Au9V3,3.458797234
Au9V3,-1.544423317
Au9Rh3,1.686944164
Ag9Nb3,-2.3322322
Au9Fe3,0.880944335
Au9Fe3,0.934150073
Ag9Ti3,-1.809675669
Ag9Sc3,-1.012686073
Ag9Sc3,-1.092373794
Ag9Y3,-0.686088513
Ag9Hf3,-1.906752553
Ag9Y3,-0.848574216
Ag9Zr3,-1.827264155
Ag9Hf3,-1.944929036
Ag9Mo3,-2.078496794
Au9Mn3,1.057607441
Ag9Zr3,-1.84500761
Au9Mn3,1.103043377
Ag9Ru3,-0.043565834
Ag9Ir3,0.642869352
Co9Hf3,-1.249298307
Ag9Ir3,0.561225676
Co9Hf3,-1.068025048
Ag9Co3,0.439213913
Cu9Y3,-0.871347832
Ag9Au3,2.571305704
Cu9Y3,-0.892059232
Cu9La3,-0.802925623
Cu9La3,-0.866167465
Ag9Pt3,1.804560473
Ag9Fe3,0.232713387
Ag9Ni3,1.007069507
Ag9Fe3,0.198836031
Ag9Ni3,0.949266813
Ag9Fe3,0.461732013
Cu9Sc3,-0.906190512
Cu9Sc3,0.267107216
Cu9W3,-1.956390199
Cu9Hf3,-1.347139831
Cr3Cu9,-1.204265372
Cu9W3,-1.717285129
Cu9Rh3,1.663679111
Cr3Cu9,-1.299807398
Cr3Cu9,-1.290635529
Cu9Mn3,0.017391204
Cu9Tc3,-0.574294624
Cu9Tc3,-0.766864417
Cu9Pd3,2.969141715
Cu9Ta3,-1.724873432
Cu9V3,-1.434834774
Cu9Ta3,-1.837978909
Cu9V3,-1.519254827
Cu9Ni3,0.551178009
Cu9V3,-1.528500439
Ag3Cu9,3.624091969
Ag3Cu9,0.990585123
Cu9Mo3,-1.371801236
Cu9Os3,-0.233421156
Co9Ti3,-1.174131077
Cu9Os3,-0.412813973
Cu9Os3,-0.349865062
Cd3Cu9,1.04694262
Al3Cd9,-0.36765532
Co9Ti3,-1.076286968
Cd3Cu9,0.904007479
Al3Cd9,-0.434656414
Al3Cd9,0.494286761
Al9Sn3,-1.876572271
Hf3Zn9,-1.733121202
Cu9W3,-1.740281198
Al9Ga3,-2.040169424
La3Zn9,-0.992743121
Sc3Zn9,-1.175724168
Hf3Zn9,-1.890928181
Al9Ga3,-1.722058414
Sc3Zn9,-1.371707629
La3Zn9,-0.418476525
Ti3Zn9,-1.536048877
Ti3Zn9,-1.645258093
Ti3Zn9,-1.211933948
Cu9Fe3,0.168629354
W3Zn9,-1.318433182
Tc3Zn9,0.414237808
Cu3Zn9,0.448368503
Cu9Fe3,-0.018558708
Cu9Fe3,-0.019276272
Ta3Zn9,-1.728839491
Re3Zn9,-0.009108875
Au3Zn9,0.122355851
Ag3Zn9,0.139685285
Al9In3,-1.437818775
Ta3Zn9,-1.869537584
Cr3Zn9,-0.776519152
Re3Zn9,-0.114046719
Al9In3,-1.854558669
Mo3Zn9,-0.818033792
Ru3Zn9,0.782762532
Rh3Zn9,0.672603639
Al9In3,2.831390615
V3Zn9,-1.402959087
Mo3Zn9,-0.747267459
Ru3Zn9,0.576252211
Rh3Zn9,0.568278867
Cd9Nb3,-1.731998869
V3Zn9,-1.391135469
Ru3Zn9,1.584946237
Mn3Zn9,-0.148768037
V3Zn9,-1.465306898
Fe3Zn9,-0.007440273
Mn3Zn9,-0.162446247
Fe3Zn9,-0.043478757
Fe3Zn9,0.723806892
Cd9La3,-1.139134108
Cd9Zr3,-1.696408011
Cd9La3,-1.307210799
Cd9Zr3,-1.765552002
Cd9Hf3,-1.936345477
Cd9Os3,1.743570782
Cd9Rh3,1.30187383
Co9Ta3,-0.852725857
Cd9Hf3,-1.992455895
Cd9Tc3,0.031676364
Cd9Os3,0.473677811
Cd9Ti3,-1.664183746
Cd9Tc3,0.026700082
Cd9Os3,0.336099639
Cd9Y3,-1.084932025
Cd9Ti3,-1.662238132
Cd9Y3,-1.217254182
Cd9Sc3,-1.271325242
Cd9Ti3,-1.694180623
Co9Ta3,-1.123458446
Cd9Y3,-0.224608613
Cd9Sc3,-1.35081364
Cd9Sc3,-0.67441238
Cd9Ni3,1.638437695
Co9Ta3,-0.516667716
Cd9Zn3,1.784096288
Hg9Y3,-0.829359714
Cd9Pt3,1.171171703
Cd9Pd3,1.146318322
Hg9Ti3,-1.439697993
Hg9La3,-1.07140511
Hg9Ti3,-1.451258613
Hg9La3,-0.899834613
Hg9V3,-1.445369253
Ag3Cd9,1.07978676
Cd9Zn3,0.944438289
Hg9Zr3,-1.440837333
Cd9Zn3,0.839689836
Cd9Mn3,-0.006121473
Cd9Zn3,0.405361863
Hg9Ni3,1.092745501
Hg9Os3,0.422209927
Ag3Hg9,1.877332557
Cd3Hg9,2.043928268
Cd9Fe3,0.052141365
Hg9Re3,-0.825548896
Hg9Ru3,1.100985653
Ag3Hg9,1.823955795
Cu3Hg9,1.229375356
Hg9Zn3,2.455815829
Al3Hg9,0.418366864
Cd9Fe3,0.00275937
Hg9Tc3,-0.13453417
Fe3Hg9,0.722914223
Cd9Fe3,0.505512817
Co9Nb3,-1.058206092
Al9La3,-1.912516468
Al9La3,-1.408829127
Al9La3,-1.964681507
Al9Tc3,-1.459826662
Al9Tc3,-1.714961821
Al9Cr3,-1.133713464
Al9Rh3,-1.563164069
Al9Cr3,-1.122372984
Al9Rh3,-1.705803422
Al9Sc3,-2.153206737
Al9Sc3,-2.092347388
Al9V3,-1.320373625
Al9V3,-1.201911179
Al9Os3,-1.750587645
Al9Ni3,-1.66795919
Al9Nb3,-1.226376662
Al9Mo3,-0.991337245
Al9Ni3,-1.026063053
Al9Nb3,-1.145189593
Al9Mo3,-1.060715934
Al9Ni3,2.470821138
Al9Ru3,-1.631867235
Al9Ir3,-1.684650789
Al9Ir3,2.577403911
Al9Fe3,-0.987516903
Al9Fe3,-0.949580697
Al9Mn3,-1.216318518
Al9Mn3,-1.060785051
Al9Au3,-2.180695541
Ga9Y3,-0.850561192
Ga9Zr3,-0.384676177
Al9Mn3,1.161000224
Ga9Ti3,-0.317613994
Ga9Ta3,-0.07710196
Ga9Hf3,-0.624600989
Ga9Ti3,-0.387600584
Ga9Ta3,-0.569561476
Ga9Sc3,0.749537024
Ga9Hf3,-0.646437173
Ga9Ti3,-0.365397184
Ga9Sc3,-0.808150617
Ga9Nb3,0.256680222
Ga9Sc3,-0.834758317
Ga9Nb3,0.206541342
Ga9Nb3,0.087586642
Ga9V3,0.089212114
Ga9V3,0.029508705
Ga9W3,0.73903207
Ga9W3,0.06422975
Ga9Mo3,0.644356726
Ga9Re3,0.133797694
Ga9Os3,0.141132659
Cr3Ga9,0.074949403
Ga9Ir3,0.237617695
Ag3Al9,-1.396615433
Ag3Al9,-1.919567754
Ag3Al9,3.454738248
Ga9Rh3,0.261467657
Fe3Ga9,0.905423287
Ga9Mn3,-0.054063986
Al9Cd3,-1.550645472
Ga9Mn3,-0.043773048
Al9Cd3,-1.949734838
Al9Cd3,3.260501349
Ga9Ni3,0.37107824
Ga9Pd3,0.809531731
Ag3Ga9,0.38474026
Ga9Tl3,0.042850174
Ga9Hg3,-0.063355993
Ga9Hg3,-0.051151687
Ga9Zn3,0.124951273
Ga9Zn3,0.089262727
Cu3Ga9,0.260868598
Cu3Ga9,0.255352987
Hf3In9,-1.016240015
Hf3In9,-0.948107064
In9Ti3,-0.795760186
In9Ti3,-0.659635238
In9Y3,0.576618748
In9V3,-1.060760833
In9Mo3,0.206561479
In9Re3,0.683292407
In9La3,-0.706636237
In9La3,-0.842026069
In9Mn3,0.037749809
Ga9Sn3,0.195124534
In9La3,-0.911846262
In9Ru3,0.54771536
Fe3In9,1.162287322
Ga9Sn3,0.230913899
In9Ru3,1.374540334
Fe3In9,0.112997857
Au3In9,0.554976854
Cu3In9,0.634373822
In9Pd3,2.546047826
Cu3In9,0.658146095
Hg3In9,0.265980937
In9Sn3,0.381051621
Al3In9,-0.5890485
In9Sn3,1.771087749
Ga3In9,0.455301147
In9Pb3,2.386671294
Ta3Tl9,-1.977986513
Ga3In9,0.248024281
Hf3Tl9,-1.437889388
Tl9Y3,-0.728134319
Sc3Tl9,-0.938529065
Tl9Zr3,-1.189212987
Tl9Y3,-0.77401761
Sc3Tl9,-0.957672954
Ti3Tl9,-1.476651596
Nb3Tl9,-1.604048221
Tl9W3,-1.78008669
Tl9V3,-1.551508481
Mn3Tl9,-0.131477243
Mn3Tl9,-0.187556912
Cu3Tl9,1.288458074
Tl9Zn3,1.047484126
Hg3Tl9,0.885852044
In3Tl9,0.78218429
Cd3Tl9,1.021803383
Hf3Pb9,-1.639173627
Hf3Pb9,-1.115224009
Pb9Y3,-0.409952015
Pb9Sn3,0.782939542
Pb9Y3,-0.30408667
Pb9Sn3,0.849555187
Pb9Sc3,-0.753814518
Pb9Sn3,0.691235818
Pb9Sc3,-0.758028201
La3Pb9,-0.348112921
Pb9Sc3,-0.669134324
La3Pb9,-0.315026871
La3Pb9,-0.272812083
Pb9V3,-1.601182998
Pb9Zr3,-1.489327339
Pb9Ti3,-1.581481684
Pb9Ti3,-1.193059724
Os3Pb9,-0.155193597
Pb9Tc3,1.165917593
Mo3Pb9,1.45217795
Pb9Re3,1.380957459
Pb9Rh3,1.568045247
Pb9Re3,1.042879824
Pb9Ru3,1.319962461
Pb9W3,1.09987951
Au3Pb9,0.91684962
Pb9Pt3,1.088370183
Pb9Pd3,1.156252381
Au3Pb9,0.932263236
Pb9Pd3,1.135893096
Mn3Pb9,1.084087519
Mn3Pb9,-0.026995734
Mn3Pb9,0.078663213
Cu3Pb9,1.014322293
Cu3Pb9,0.598929906
Ag3Pb9,1.007762445
Ag3Pb9,1.076495815
Ga3Pb9,1.128642079
Pb9Tl3,0.827263757
Pb9Zn3,0.792629516
Pb9Zn3,0.508647432
La3Sn9,-0.24244894
Sc3Sn9,-0.373144129
In3Pb9,1.113963578
La3Sn9,-0.231643572
Sn9Y3,-0.190463496
Sn9Zr3,-1.032287113
Hg3Pb9,1.208998112
Sn9Y3,-0.215387491
Sn9Zr3,-0.592123386
Hg3Pb9,1.111622447
Sn9Y3,-0.180302493
Hf3Sn9,-0.890074298
Sn9W3,0.940771691
Mo3Sn9,1.021470043
Mo3Sn9,-0.52835378
Mo3Sn9,-0.604646473
Sn9Tc3,1.233136378
Sn9Tc3,0.163266943
Sn9Ta3,0.758134053
Sn9Ta3,-0.984999034
Sn9V3,-1.13825967
Mn3Sn9,-0.009319627
Mn3Sn9,0.126198235
Ru3Sn9,1.225031603
Ni3Sn9,0.482837571
Fe3Sn9,0.17133988
Au3Sn9,0.909308937
Ir3Sn9,1.49672489
Pd3Sn9,0.970401079
Au3Sn9,0.596064819
Pt3Sn9,1.082590621
Pd3Sn9,0.842002395
Au3Sn9,0.853891185
Pt3Sn9,0.905291856
Pd3Sn9,2.682650605
Al3Sn9,0.833789047
Pt3Sn9,2.229353577
Cd3Sn9,0.464993162
Cu3Sn9,0.354693994
Bi9Hf3,-1.546343352
Bi9Nb3,-1.933830057
Sn9Tl3,0.641971376
In3Sn9,0.404141841
Pb3Sn9,0.902758613
Pb3Sn9,0.461220303
Pb3Sn9,0.576164182
Ga3Sn9,0.271021982
Ga3Sn9,0.413211123
Fe12,-2.005018438
Co12,-0.253032128
Co12,1.332403778
La3Y9,-3.416541764
Hf9Nb3,-3.758674847
Hf9Nb3,-3.460048957
Hf9V3,-3.694016381
Cr9Ru3,-1.951581267
Hf9Nb3,-3.353739659
Hf9V3,-3.379691292
Cr9Ru3,-1.742524368
Cr9Re3,-2.055786309
Cr9Tc3,-2.040386162
Cr9Os3,-1.89387735
Cr9Os3,-2.054364106
Cr9Os3,-1.662404394
Cr9Ir3,-1.90530205
Cr3Hf9,-3.738022767
Cr9Ir3,-2.07886959
Cr3Hf9,-3.119851556
Cr9Ir3,-1.39253876
Sc9Y3,-2.863160449
Sc9Y3,-3.653256313
Y9Zr3,-3.48058362
Nb3Y9,-3.414689621
Sc9Y3,-3.726567183
Sc9Zr3,-3.574860181
Y3Zr9,-3.373565193
Sc3Zr9,-3.381956503
Y9Zr3,-3.250631644
Nb3Y9,-3.278204531
Sc9Zr3,-3.515074593
Hf3Sc9,-3.586383113
Y3Zr9,-3.169449337
Sc3Zr9,-3.457960892
Sc3Y9,-3.589819367
Cr3Y9,-3.486302228
Os3Y9,-3.646946674
Sc9Zr3,-3.590729179
Hf3Sc9,-3.498331973
Sc3Y9,-3.644520643
Hf3Sc9,-3.685835007
V3Y9,-3.449410667
V3Y9,-3.381228055
Mo3Y9,-3.456638282
W3Y9,-3.37838705
W3Y9,-3.007765825
Ni3Y9,-3.789417588
Mn3Y9,-3.774251596
Mn3Y9,-3.77905182
Au3Y9,-3.849671756
Ag3Y9,-3.849311885
Y9Zn3,-3.710905535
Cu3Y9,-3.747903629
Al3Y9,-3.64539685
Al3Y9,-2.571527613
La9Ti3,-2.08875739
Sn3Y9,-3.823834275
La9Re3,-1.016463013
La9Tc3,-0.501702543
In3Y9,-3.810878118
La9Mo3,-2.895264712
La9Mo3,-2.510361184
La9Ni3,-3.183542249
Ga3Y9,-3.734978358
Ga3Y9,-3.664377062
La9Pd3,1.089680411
La9Pt3,-3.270419082
Fe3La9,-3.060363661
Au3La9,1.597388643
Cd3La9,-2.467842308
Cd3La9,-3.219813935
Cd3La9,1.626842789
Al3La9,-2.098346274
La9Tl3,-3.25868703
Al3La9,-0.437205713
Sc9Ti3,-3.597640191
Nb3Sc9,-3.52476103
Sc9Ti3,-3.640087636
Sc9Ta3,-3.479195295
Nb3Sc9,-3.295889617
Sc9Ta3,-3.395489677
Sc9V3,-3.550021085
Sc9Ta3,-3.468705307
Sc9V3,-3.552953928
Sc9V3,-3.414385942
Ir3Sc9,-3.859304586
Cr3Sc9,-3.574587795
Ir3Sc9,-3.933588262
Cr3Sc9,-3.609795652
Cr3Sc9,-3.165773759
Sc9Tc3,-3.687906882
Os3Sc9,-3.76744358
Sc9W3,-3.485599766
Sc9Tc3,-3.735473061
Os3Sc9,-3.830929235
Sc9W3,-3.462558119
Sc9Tc3,-2.619145086
Sc9W3,-3.000449636
Pd3Sc9,-3.968487542
Cu3Sc9,-3.885584796
Pt3Sc9,-3.913448709
Fe3Sc9,-3.848814189
Pt3Sc9,-3.967380447
Fe3Sc9,-3.870802076
Sc9Zn3,-3.860169091
Cd3Sc9,-3.949952508
Hg3Sc9,-3.983926601
Sc9Zn3,-3.928017956
Cd3Sc9,-4.037392208
Hg3Sc9,-4.039846131
V3Zr9,-3.391447426
V3Zr9,-3.171294813
V3Zr9,-3.230594541
Sc9Tl3,-3.97541869
Pb3Sc9,-3.998199788
Ga3Sc9,-3.826520446
Sc9Tl3,-4.034314873
Pb3Sc9,-4.00402765
Fe3Zr9,-3.150267216
Ga3Sc9,-3.860438756
Fe3Zr9,-2.660869933
Ta3Zr9,-3.427559926
Nb3Zr9,-3.480649335
Ta3Zr9,-3.199367709
Nb3Zr9,-3.272012172
Ru3Zr9,-3.631985583
Ta3Zr9,-3.333273705
Nb3Zr9,-3.201828299
Mo3Zr9,-3.53729677
Re3Zr9,-3.544194039
Ru3Zr9,-3.416150328
Ir3Zr9,-3.586498762
Rh3Zr9,-3.578114934
Ni3Zr9,-3.079752044
Nb3Zr9,-1.092145218
Mo3Zr9,-3.398691913
Re3Zr9,-3.399347299
Ir3Zr9,-3.262674722
Ag3Zr9,-3.224228982
Pb3Zr9,-3.045348964
W3Zr9,-3.4774754
W3Zr9,-3.335423404
Au3Zr9,-3.595344638
Cd3Zr9,-2.541835639
Ga3Zr9,1.037856875
Mn3Zr9,-3.395192393
Pt3Zr9,-3.543584776
Au3Zr9,-3.203176759
Cd3Zr9,2.214897801
Mn3Zr9,-3.070297041
Pt3Zr9,-3.159224388
Hf9Mo3,-0.510801349
Mn3Zr9,-2.774372289
Al3Zr9,-3.03288683
In3Zr9,-3.517912605
Sn3Zr9,-3.381241524
Al3Zr9,-2.352588084
In3Zr9,-3.169781044
Tl3Zr9,-3.580485454
Sn3Zr9,-2.983424562
Hf9La3,-3.188004916
Hf9Ni3,-3.677194576
Tl3Zr9,-3.208211273
Hf9La3,-3.078099089
Hf9W3,-3.783444418
Hf9Re3,-3.849977884
Hf9W3,-3.075393597
Hf9Re3,-3.669131979
Hf9Re3,-2.774860189
Hf9Os3,-3.899474439
Hf9Pd3,-3.808676854
Hf9Pd3,-3.472150676
Ag3Hf9,-3.510268519
Hf9Ru3,-3.918663771
Hf9Rh3,-3.546239247
Hf9Pt3,-3.453291418
Cu3Hf9,-2.673543499
Hf9Ru3,-3.679436386
Hf9Rh3,1.776712206
Cu3Hf9,-3.675556587
Hf9Ru3,0.968786899
Cu3Hf9,-3.338509992
Hf9Mn3,-3.576069999
Hf9Tl3,2.823882177
Hf9Pb3,-3.347221852
Sc3Ti9,-3.302563617
Ta3Ti9,-3.366106553
Hf9Mn3,-3.269188991
Hf9Sn3,2.433434738
Hf9Zn3,-2.481685556
Ga3Hf9,-3.327689793
La3Ti9,-2.84733771
Hf9Zn3,1.281351821
La3Ti9,-3.254798659
Ti9Y3,-3.216510337
Ti9Y3,-3.133465683
Cd3Hf9,-3.539320753
Hf3Ti9,-3.455551732
Cu3Ti9,-3.326243644
Cd3Hf9,2.351271733
Hf3Ti9,-3.492709149
Ti9Zn3,-2.503187175
Os3Ti9,-3.642363733
Os3Ti9,-3.510471244
Re3Ti9,-3.625104368
Ni3Ti9,-3.518898337
Mn3Ti9,-3.41335327
Pd3Ti9,-3.616762582
Cd3Ti9,-3.709744425
Re3Ti9,-3.530044936
Ni3Ti9,-3.305830752
Mn3Ti9,-3.327927212
Pd3Ti9,-3.397489714
Cd3Ti9,-3.490960001
Ti9W3,-3.585944738
Re3Ti9,-2.768410003
Mn3Ti9,-2.920064487
Ag3Ti9,-2.739843492
Ti9W3,-3.437778208
Ru3Ti9,-3.70585347
Ag3Ti9,-3.703544856
Ti9W3,-3.020297892
Ru3Ti9,-3.581494044
Ag3Ti9,-3.481887181
Ta9Zr3,-3.03220192
La3Ta9,-2.326647063
Hg3Ti9,-3.46520429
Sn3Ti9,-3.41270836
Ta9Y3,-2.751476086
Sn3Ti9,-3.136902889
Cr3Ta9,-3.110205937
Mo3Ta9,-3.243751517
Re3Ta9,-3.148210988
Pb3Ti9,-3.47457385
Al3Ti9,-3.428410145
Al3Ti9,-3.224956887
Ta9Zr3,-3.307950927
Al3Ti9,-2.531140205
Pd3Ta9,-2.270092284
Au3Ta9,-3.177943507
Ta9Tc3,-3.184707032
Pd3Ta9,-1.237190602
Ru3Ta9,-3.286021273
Fe3Ta9,-2.598895326
Ir3Ta9,-3.113702463
Ir3Ta9,-2.780977852
Cd3Ta9,-2.93539851
Mn3Ta9,-3.087239121
Ta9Zn3,-2.899323018
Cd3Ta9,-2.799324856
Rh3Ta9,-2.5849582
Mn3Ta9,-2.719796729
Ta9Zn3,-2.583282659
Rh3Ta9,-2.780129946
Mn3Ta9,-2.741922986
Cu3Ta9,-2.968345237
Cu3Ta9,-2.597542648
Pb3Ta9,-0.800443673
La3Nb9,-2.630153587
Nb9Sc3,-3.112721901
Nb9Y3,-2.916405236
Nb9Zr3,-2.464294624
Nb9Ti3,-3.131811503
Nb9V3,-2.982698834
Cr3Nb9,-2.966736228
Nb9Zr3,-3.003062337
Hf3Nb9,-3.221185525
Hf3Nb9,-3.07613225
Mo3Nb9,-3.142339588
In3Ta9,-2.699579623
Hg3Ta9,-2.959292146
In3Ta9,-2.566292007
Nb9Ta3,-3.012300874
Hg3Ta9,-2.819760877
Ga3Ta9,-2.707086972
Nb9Re3,-2.987399057
Ga3Ta9,-2.436919836
Nb9Re3,-2.986314411
Ir3Nb9,-2.550593351
Nb9Rh3,-2.251013566
Nb9Ni3,1.099672975
Fe3Nb9,-2.415510463
Nb9Pd3,-2.067819183
Nb9Rh3,-2.579465854
Mn3Nb9,-2.544834198
Nb9Pd3,2.362768679
Mn3Nb9,-2.509907162
Cd3Nb9,-2.736828334
Al3Nb9,1.020586354
Nb9Zn3,-2.661189939
Nb9Pb3,-0.80422347
Ti3V9,-3.273417232
Nb9Pb3,3.768155293
Ti3V9,-3.119741078
Ta3V9,-3.299292401
Nb9Zn3,-2.391229609
Nb9Pb3,-2.498659337
Ta3V9,-3.091406136
Nb9Pb3,-2.268235787
Mo3V9,-2.590803749
Ga3Nb9,-2.527931575
Nb3V9,-3.024215923
Cu3Nb9,-2.659812907
Ga3Nb9,-2.263044535
Cu3Nb9,-2.409657431
Ga3Nb9,-0.761014106
Ga3Nb9,1.95899909
In3Nb9,-2.546810016
Rh3V9,-2.269303154
In3Nb9,-2.358117573
Hg3Nb9,-2.776443483
Al3Nb9,-1.915377745
V9W3,-3.251542273
Hg3Nb9,-2.59510927
Al3Nb9,-0.712391172
Nb9Sn3,-2.474790191
Nb9Sn3,-2.23887035
Nb9Sn3,-0.768717785
V9W3,-1.03892016
Nb9Sn3,3.211889436
V9W3,-1.077441275
Tc3V9,-3.160346993
Ir3V9,-2.832768871
Ir3V9,-2.698157284
Os3V9,-2.873635472
Ni3V9,-2.903493027
Ni3V9,-2.704052223
In3V9,-2.547202405
In3V9,-2.528210219
Tl3V9,-2.521877042
Pb3V9,-2.38521671
Pb3V9,3.814436007
Ni3V9,-2.283476475
Pb3V9,-2.307167386
Pb3V9,-0.660025721
Sn3V9,-2.409492938
Sn3V9,-2.287420221
Ag3V9,-3.021582949
La3V9,-2.671366316
Pt3V9,-2.894807561
Pd3V9,-2.98460091
Pd3V9,-2.870804535
