,B.E.,Element1,Ratio,Element2,AN,AM,G,P,R,EN,M.P.,B.P.,H_FUS,DENSITY,IE,SE,AN',AM',G',P',R',EN',M.P.',B.P.',H_FUS',DENSITY',IE',SE'
132,-1.612734366,W,3.0,Cd,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,48.0,112.41,12.0,5.0,1.61,1.46,594.0,1040.0,6.2,8.69,8.99,0.2
133,3.946319108,W,3.0,Cd,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,48.0,112.41,12.0,5.0,1.61,1.46,594.0,1040.0,6.2,8.69,8.99,0.2
134,-1.179411174,W,3.0,Al,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,13.0,26.98,13.0,3.0,1.18,1.47,933.0,2792.0,10.8,2.7,5.99,0.8
135,-1.775236941,W,3.0,Ga,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,31.0,69.72,13.0,4.0,1.36,1.82,303.0,2477.0,5.6,5.91,6.0,0.48
136,-1.772224641,W,3.0,Ga,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,31.0,69.72,13.0,4.0,1.36,1.82,303.0,2477.0,5.6,5.91,6.0,0.48
137,-1.4931033269999998,W,3.0,In,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,49.0,114.82,13.0,5.0,1.56,1.49,430.0,2345.0,3.3,7.31,5.79,0.3
138,-1.8953611869999998,W,3.0,Zn,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,30.0,65.38,12.0,4.0,1.42,1.66,693.0,1180.0,7.1,7.14,9.39,0.35
139,-1.802172266,W,3.0,In,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,49.0,114.82,13.0,5.0,1.56,1.49,430.0,2345.0,3.3,7.31,5.79,0.3
140,-1.941330466,W,3.0,Zn,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,30.0,65.38,12.0,4.0,1.42,1.66,693.0,1180.0,7.1,7.14,9.39,0.35
141,-1.4346132740000002,W,3.0,Tl,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,81.0,204.38,13.0,6.0,1.56,1.44,577.0,1746.0,4.1,11.8,6.11,0.22
142,-1.456243603,W,3.0,Pb,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,82.0,207.2,14.0,6.0,1.54,1.55,601.0,2022.0,4.8,11.3,7.42,0.25
143,-1.873971679,W,3.0,Tl,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,81.0,204.38,13.0,6.0,1.56,1.44,577.0,1746.0,4.1,11.8,6.11,0.22
144,-1.776329478,W,3.0,Pb,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,82.0,207.2,14.0,6.0,1.54,1.55,601.0,2022.0,4.8,11.3,7.42,0.25
145,-0.41128360399999997,W,3.0,Tl,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,81.0,204.38,13.0,6.0,1.56,1.44,577.0,1746.0,4.1,11.8,6.11,0.22
146,-1.8088921169999999,Re,3.0,Sc,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,21.0,44.96,3.0,4.0,1.84,1.2,1814.0,3109.0,14.1,2.99,6.56,1.2
147,-1.512409804,Re,3.0,Sc,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,21.0,44.96,3.0,4.0,1.84,1.2,1814.0,3109.0,14.1,2.99,6.56,1.2
148,-1.389258291,Re,3.0,Ti,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,22.0,47.87,4.0,4.0,1.76,1.32,1941.0,3560.0,14.2,4.51,6.83,1.93
149,-1.6767397590000002,Re,3.0,Nb,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,41.0,92.91,5.0,5.0,1.98,1.23,2750.0,5017.0,30.0,8.57,6.76,2.07
150,-1.4935391169999999,Re,3.0,W,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23
151,-1.232937463,Re,3.0,Os,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92
152,-0.9898343609999999,Re,3.0,Os,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92
153,-0.329325093,Re,3.0,Ir,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,77.0,192.22,9.0,6.0,1.8,1.55,2719.0,4701.0,41.1,22.5,8.97,2.28
154,-1.390138308,Re,3.0,Ni,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,28.0,58.69,10.0,4.0,1.49,1.75,1728.0,3186.0,17.0,8.9,7.64,1.92
155,-0.984368274,Re,3.0,Ir,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,77.0,192.22,9.0,6.0,1.8,1.55,2719.0,4701.0,41.1,22.5,8.97,2.28
156,1.8462264080000002,Re,3.0,Ir,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,77.0,192.22,9.0,6.0,1.8,1.55,2719.0,4701.0,41.1,22.5,8.97,2.28
157,-0.5772745420000001,Re,3.0,Ni,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,28.0,58.69,10.0,4.0,1.49,1.75,1728.0,3186.0,17.0,8.9,7.64,1.92
158,-1.326383532,Re,3.0,Ir,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,77.0,192.22,9.0,6.0,1.8,1.55,2719.0,4701.0,41.1,22.5,8.97,2.28
159,-1.296702443,Re,3.0,Fe,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,26.0,55.85,8.0,4.0,1.56,1.64,1811.0,3134.0,13.8,7.87,7.9,2.45
160,-0.65790092,Re,3.0,Ir,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,77.0,192.22,9.0,6.0,1.8,1.55,2719.0,4701.0,41.1,22.5,8.97,2.28
161,-1.056626879,Re,3.0,Fe,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,26.0,55.85,8.0,4.0,1.56,1.64,1811.0,3134.0,13.8,7.87,7.9,2.45
162,-1.054093635,Re,3.0,Ni,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,28.0,58.69,10.0,4.0,1.49,1.75,1728.0,3186.0,17.0,8.9,7.64,1.92
163,-1.4699037169999998,Re,3.0,Pt,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,78.0,195.08,10.0,6.0,1.77,1.44,2042.0,4098.0,22.2,21.5,8.96,1.48
164,-0.211076528,Re,3.0,Pd,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,46.0,106.42,10.0,5.0,1.69,1.35,1828.0,3236.0,16.7,12.0,8.34,1.34
165,-0.10333006,Re,3.0,Au,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,79.0,196.97,11.0,6.0,1.74,1.42,1337.0,3129.0,12.7,19.3,9.23,0.74
166,-0.10008932,Re,3.0,Ag,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,47.0,107.87,11.0,5.0,1.65,1.42,1235.0,2435.0,11.3,10.5,7.58,0.77
167,-0.14555695800000001,Re,3.0,Cu,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,29.0,63.55,11.0,4.0,1.45,1.75,1358.0,2835.0,12.9,8.96,7.73,1.31
168,-1.457463353,Re,3.0,Hg,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,,,,,,,,,,,,
169,-0.22838500899999997,Re,3.0,Al,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,13.0,26.98,13.0,3.0,1.18,1.47,933.0,2792.0,10.8,2.7,5.99,0.8
170,2.131789473,Re,3.0,Al,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,13.0,26.98,13.0,3.0,1.18,1.47,933.0,2792.0,10.8,2.7,5.99,0.8
171,-0.738273416,Re,3.0,Hg,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,,,,,,,,,,,,
172,-0.6880176640000001,Re,3.0,In,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,49.0,114.82,13.0,5.0,1.56,1.49,430.0,2345.0,3.3,7.31,5.79,0.3
173,-1.288528279,Tc,3.0,W,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,,,,,,,,,,,,
174,-1.341719323,Tc,3.0,Re,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,,,,,,,,,,,,
175,-1.001713354,Re,3.0,Ga,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,31.0,69.72,13.0,4.0,1.36,1.82,303.0,2477.0,5.6,5.91,6.0,0.48
176,-1.523237758,Tc,3.0,W,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23,,,,,,,,,,,,
177,-1.3087351809999999,Re,3.0,In,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,49.0,114.82,13.0,5.0,1.56,1.49,430.0,2345.0,3.3,7.31,5.79,0.3
178,-1.4132866240000002,Tc,3.0,V,23.0,50.94,5.0,4.0,1.71,1.45,2183.0,3680.0,21.5,6.0,6.75,2.38,,,,,,,,,,,,
179,-0.758760595,Re,3.0,Sn,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,50.0,118.71,14.0,5.0,1.45,1.72,505.0,2875.0,7.2,7.26,7.35,0.54
180,-1.694253686,Tc,3.0,V,23.0,50.94,5.0,4.0,1.71,1.45,2183.0,3680.0,21.5,6.0,6.75,2.38,,,,,,,,,,,,
181,-1.140514269,Re,3.0,Sn,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,50.0,118.71,14.0,5.0,1.45,1.72,505.0,2875.0,7.2,7.26,7.35,0.54
182,-1.753309056,Tc,3.0,Y,39.0,88.91,3.0,5.0,2.12,1.11,1795.0,3618.0,11.4,4.47,6.22,0.96,,,,,,,,,,,,
183,-1.790581985,Tc,3.0,Zr,40.0,91.22,4.0,5.0,2.06,1.22,2128.0,4682.0,21.0,6.52,6.63,1.57,,,,,,,,,,,,
184,-1.1633921040000001,Tc,3.0,Y,39.0,88.91,3.0,5.0,2.12,1.11,1795.0,3618.0,11.4,4.47,6.22,0.96,,,,,,,,,,,,
185,-1.656484965,Tc,3.0,Zr,40.0,91.22,4.0,5.0,2.06,1.22,2128.0,4682.0,21.0,6.52,6.63,1.57,,,,,,,,,,,,
186,-1.187750103,Tc,3.0,Os,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,,,,,,,,,,,,
187,-1.06626175,Tc,3.0,Os,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,,,,,,,,,,,,
188,-0.128020581,Tc,3.0,Ru,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,,,,,,,,,,,,
189,0.7608587290000001,Tc,3.0,Ru,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,,,,,,,,,,,,
190,-1.028334251,Tc,3.0,La,57.0,138.91,4.0,6.0,1.95,1.08,1191.0,3737.0,6.2,6.15,5.58,0.7,,,,,,,,,,,,
191,-1.209941938,Tc,3.0,Re,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58,,,,,,,,,,,,
192,-1.807880126,Tc,3.0,Hf,72.0,178.49,4.0,6.0,2.08,1.23,2506.0,4876.0,27.2,13.3,6.83,1.71,,,,,,,,,,,,
193,-1.774798022,Tc,3.0,Hf,72.0,178.49,4.0,6.0,2.08,1.23,2506.0,4876.0,27.2,13.3,6.83,1.71,,,,,,,,,,,,
194,-1.239606565,Tc,3.0,Cr,24.0,52.0,6.0,4.0,1.66,1.56,2180.0,2944.0,21.0,7.15,6.77,3.2,,,,,,,,,,,,
195,-1.5553622930000002,Tc,3.0,Cr,24.0,52.0,6.0,4.0,1.66,1.56,2180.0,2944.0,21.0,7.15,6.77,3.2,,,,,,,,,,,,
196,-1.03896329,Tc,3.0,Ga,31.0,69.72,13.0,4.0,1.36,1.82,303.0,2477.0,5.6,5.91,6.0,0.48,,,,,,,,,,,,
197,-0.802802492,Tc,3.0,Tl,81.0,204.38,13.0,6.0,1.56,1.44,577.0,1746.0,4.1,11.8,6.11,0.22,,,,,,,,,,,,
198,-1.186435248,Tc,3.0,Ga,31.0,69.72,13.0,4.0,1.36,1.82,303.0,2477.0,5.6,5.91,6.0,0.48,,,,,,,,,,,,
199,-1.12165025,Tc,3.0,Tl,81.0,204.38,13.0,6.0,1.56,1.44,577.0,1746.0,4.1,11.8,6.11,0.22,,,,,,,,,,,,
200,-0.49956332,Ru,3.0,Al,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,13.0,26.98,13.0,3.0,1.18,1.47,933.0,2792.0,10.8,2.7,5.99,0.8
201,-0.536639647,Ru,3.0,Al,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,13.0,26.98,13.0,3.0,1.18,1.47,933.0,2792.0,10.8,2.7,5.99,0.8
202,-0.339048265,Ru,3.0,Tl,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,81.0,204.38,13.0,6.0,1.56,1.44,577.0,1746.0,4.1,11.8,6.11,0.22
203,-0.352445245,Ru,3.0,Al,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,13.0,26.98,13.0,3.0,1.18,1.47,933.0,2792.0,10.8,2.7,5.99,0.8
204,-0.551123586,Ru,3.0,Tl,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,81.0,204.38,13.0,6.0,1.56,1.44,577.0,1746.0,4.1,11.8,6.11,0.22
205,0.99335116,Ru,3.0,Pb,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,82.0,207.2,14.0,6.0,1.54,1.55,601.0,2022.0,4.8,11.3,7.42,0.25
206,-0.26236985,Ru,3.0,Pb,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,82.0,207.2,14.0,6.0,1.54,1.55,601.0,2022.0,4.8,11.3,7.42,0.25
207,-1.118256718,Os,3.0,Sc,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,21.0,44.96,3.0,4.0,1.84,1.2,1814.0,3109.0,14.1,2.99,6.56,1.2
208,-0.470301694,Ru,3.0,Pb,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,82.0,207.2,14.0,6.0,1.54,1.55,601.0,2022.0,4.8,11.3,7.42,0.25
209,-0.620444314,Tc,3.0,Ni,28.0,58.69,10.0,4.0,1.49,1.75,1728.0,3186.0,17.0,8.9,7.64,1.92,,,,,,,,,,,,
210,-0.827493557,Tc,3.0,Cd,48.0,112.41,12.0,5.0,1.61,1.46,594.0,1040.0,6.2,8.69,8.99,0.2,,,,,,,,,,,,
211,0.145890025,Tc,3.0,Au,79.0,196.97,11.0,6.0,1.74,1.42,1337.0,3129.0,12.7,19.3,9.23,0.74,,,,,,,,,,,,
212,-0.84121585,Tc,3.0,Hg,,,,,,,,,,,,,,,,,,,,,,,,
213,-1.325036568,Tc,3.0,Cd,48.0,112.41,12.0,5.0,1.61,1.46,594.0,1040.0,6.2,8.69,8.99,0.2,,,,,,,,,,,,
214,-1.036057386,Tc,3.0,Rh,45.0,102.91,9.0,5.0,1.73,1.45,2237.0,3968.0,26.6,12.4,7.46,1.99,,,,,,,,,,,,
215,-1.253247359,Tc,3.0,Hg,,,,,,,,,,,,,,,,,,,,,,,,
216,-1.4068203819999998,Tc,3.0,Rh,45.0,102.91,9.0,5.0,1.73,1.45,2237.0,3968.0,26.6,12.4,7.46,1.99,,,,,,,,,,,,
217,-1.301277084,Tc,3.0,Mn,,,,,,,,,,,,,,,,,,,,,,,,
218,-0.800553471,Tc,3.0,Rh,45.0,102.91,9.0,5.0,1.73,1.45,2237.0,3968.0,26.6,12.4,7.46,1.99,,,,,,,,,,,,
219,-1.251037387,Tc,3.0,Mn,,,,,,,,,,,,,,,,,,,,,,,,
220,-0.13160704199999998,Tc,3.0,Rh,45.0,102.91,9.0,5.0,1.73,1.45,2237.0,3968.0,26.6,12.4,7.46,1.99,,,,,,,,,,,,
221,-1.131152737,Os,3.0,La,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,57.0,138.91,4.0,6.0,1.95,1.08,1191.0,3737.0,6.2,6.15,5.58,0.7
222,-0.436334812,Os,3.0,La,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,57.0,138.91,4.0,6.0,1.95,1.08,1191.0,3737.0,6.2,6.15,5.58,0.7
223,1.877042211,Tc,3.0,Rh,45.0,102.91,9.0,5.0,1.73,1.45,2237.0,3968.0,26.6,12.4,7.46,1.99,,,,,,,,,,,,
224,-0.409656908,Ru,3.0,Sn,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,50.0,118.71,14.0,5.0,1.45,1.72,505.0,2875.0,7.2,7.26,7.35,0.54
225,0.300164149,Ru,3.0,Zn,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,30.0,65.38,12.0,4.0,1.42,1.66,693.0,1180.0,7.1,7.14,9.39,0.35
226,-0.874782589,Tc,3.0,Pb,82.0,207.2,14.0,6.0,1.54,1.55,601.0,2022.0,4.8,11.3,7.42,0.25,,,,,,,,,,,,
227,-1.048344278,Tc,3.0,Pb,82.0,207.2,14.0,6.0,1.54,1.55,601.0,2022.0,4.8,11.3,7.42,0.25,,,,,,,,,,,,
228,-0.83546037,Os,3.0,Ta,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,73.0,180.95,5.0,6.0,2.0,1.33,3290.0,5731.0,36.6,16.4,7.55,2.34
229,0.25186993,Os,3.0,Cr,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,24.0,52.0,6.0,4.0,1.66,1.56,2180.0,2944.0,21.0,7.15,6.77,3.2
230,0.28578755899999997,Tc,3.0,Cu,29.0,63.55,11.0,4.0,1.45,1.75,1358.0,2835.0,12.9,8.96,7.73,1.31,,,,,,,,,,,,
231,-1.088248956,Os,3.0,Hf,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,72.0,178.49,4.0,6.0,2.08,1.23,2506.0,4876.0,27.2,13.3,6.83,1.71
232,-1.0390385290000002,Os,3.0,Ta,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,73.0,180.95,5.0,6.0,2.0,1.33,3290.0,5731.0,36.6,16.4,7.55,2.34
233,-0.849684985,Os,3.0,Cr,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,24.0,52.0,6.0,4.0,1.66,1.56,2180.0,2944.0,21.0,7.15,6.77,3.2
234,-1.120745335,Os,3.0,Hf,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,72.0,178.49,4.0,6.0,2.08,1.23,2506.0,4876.0,27.2,13.3,6.83,1.71
235,-0.886310692,Os,3.0,W,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,74.0,183.84,6.0,6.0,1.93,1.4,3695.0,5828.0,52.3,19.3,7.86,3.23
236,-0.145874106,Os,3.0,Re,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58
237,-0.618358426,Os,3.0,Re,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,75.0,186.21,7.0,6.0,1.88,1.46,3459.0,5869.0,60.4,20.8,7.83,2.58
238,2.415031951,Au,12,,79.0,196.97,11.0,6.0,1.74,1.42,1337.0,3129.0,12.7,19.3,9.23,0.74,,,,,,,,,,,,
239,-1.057254782,Tc,3.0,Cu,29.0,63.55,11.0,4.0,1.45,1.75,1358.0,2835.0,12.9,8.96,7.73,1.31,,,,,,,,,,,,
240,-1.025757877,Tc,3.0,Al,13.0,26.98,13.0,3.0,1.18,1.47,933.0,2792.0,10.8,2.7,5.99,0.8,,,,,,,,,,,,
241,-1.371170068,Tc,3.0,Cu,29.0,63.55,11.0,4.0,1.45,1.75,1358.0,2835.0,12.9,8.96,7.73,1.31,,,,,,,,,,,,
242,2.619231618,Au,12,,79.0,196.97,11.0,6.0,1.74,1.42,1337.0,3129.0,12.7,19.3,9.23,0.74,,,,,,,,,,,,
243,-1.20452905,Tc,3.0,Al,13.0,26.98,13.0,3.0,1.18,1.47,933.0,2792.0,10.8,2.7,5.99,0.8,,,,,,,,,,,,
244,-0.648680479,Tc,3.0,Al,13.0,26.98,13.0,3.0,1.18,1.47,933.0,2792.0,10.8,2.7,5.99,0.8,,,,,,,,,,,,
245,-1.006642152,Tc,3.0,Fe,26.0,55.85,8.0,4.0,1.56,1.64,1811.0,3134.0,13.8,7.87,7.9,2.45,,,,,,,,,,,,
246,-1.3632568619999998,Tc,3.0,Pt,78.0,195.08,10.0,6.0,1.77,1.44,2042.0,4098.0,22.2,21.5,8.96,1.48,,,,,,,,,,,,
247,-0.404191501,Os,3.0,Tc,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,,,,,,,,,,,,
248,-1.266271952,Tc,3.0,Fe,26.0,55.85,8.0,4.0,1.56,1.64,1811.0,3134.0,13.8,7.87,7.9,2.45,,,,,,,,,,,,
249,-0.582457359,Os,3.0,Tc,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,,,,,,,,,,,,
250,-1.0695317420000001,Tc,3.0,Fe,26.0,55.85,8.0,4.0,1.56,1.64,1811.0,3134.0,13.8,7.87,7.9,2.45,,,,,,,,,,,,
251,-0.488665433,Ru,3.0,Ga,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,31.0,69.72,13.0,4.0,1.36,1.82,303.0,2477.0,5.6,5.91,6.0,0.48
252,0.432232968,Ru,3.0,Ga,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,31.0,69.72,13.0,4.0,1.36,1.82,303.0,2477.0,5.6,5.91,6.0,0.48
253,-0.9400912709999999,Os,3.0,Ti,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,22.0,47.87,4.0,4.0,1.76,1.32,1941.0,3560.0,14.2,4.51,6.83,1.93
254,-1.109762957,Os,3.0,Ti,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,22.0,47.87,4.0,4.0,1.76,1.32,1941.0,3560.0,14.2,4.51,6.83,1.93
255,-0.410691893,Os,3.0,Ru,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58
256,-0.152646067,Os,3.0,Ru,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58
257,-0.108983905,Os,3.0,Rh,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,45.0,102.91,9.0,5.0,1.73,1.45,2237.0,3968.0,26.6,12.4,7.46,1.99
258,-0.590951392,Os,3.0,Rh,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,45.0,102.91,9.0,5.0,1.73,1.45,2237.0,3968.0,26.6,12.4,7.46,1.99
259,0.372316766,Ru,3.0,In,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,49.0,114.82,13.0,5.0,1.56,1.49,430.0,2345.0,3.3,7.31,5.79,0.3
260,-0.398701741,Ru,3.0,In,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,49.0,114.82,13.0,5.0,1.56,1.49,430.0,2345.0,3.3,7.31,5.79,0.3
261,-0.253550641,Os,3.0,Co,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,27.0,58.93,9.0,4.0,1.52,1.7,1768.0,3200.0,16.1,8.86,7.88,2.11
262,-0.6093468320000001,Ru,3.0,In,44.0,101.07,8.0,5.0,1.78,1.42,2607.0,4423.0,38.6,12.1,7.36,2.58,49.0,114.82,13.0,5.0,1.56,1.49,430.0,2345.0,3.3,7.31,5.79,0.3
263,3.705461217,Au,12,,79.0,196.97,11.0,6.0,1.74,1.42,1337.0,3129.0,12.7,19.3,9.23,0.74,,,,,,,,,,,,
264,0.49904439899999997,Ir,3.0,Ni,77.0,192.22,9.0,6.0,1.8,1.55,2719.0,4701.0,41.1,22.5,8.97,2.28,28.0,58.69,10.0,4.0,1.49,1.75,1728.0,3186.0,17.0,8.9,7.64,1.92
265,-0.44179749799999996,Os,3.0,Co,76.0,190.23,8.0,6.0,1.85,1.52,3306.0,5285.0,57.9,22.59,8.44,2.92,27.0,58.93,9.0,4.0,1.52,1.7,1768.0,3200.0,16.1,8.86,7.88,2.11
