Equation,activationEnergy,chemicalComposition,facet,reactionEnergy
H2O(g) - H2(g) + * -> O*,,Cu9Mn3,111,0.74880626
H2O(g) - H2(g) + * -> O*,,Cd9Os3,111,1.75083364
H2O(g) - H2(g) + * -> O*,,Al9Hf3,111,-0.5074534
H2O(g) - H2(g) + * -> O*,,Au3Nb9,111,-2.6028897
H2O(g) - H2(g) + * -> O*,,Au9Sn3,111,2.20856503
H2O(g) - H2(g) + * -> O*,,Al9Hf3,111,-0.5531121
H2O(g) - H2(g) + * -> O*,,Au9In3,111,2.0756313
H2O(g) - H2(g) + * -> O*,,Hf9Ti3,111,-3.5903889
H2O(g) - H2(g) + * -> O*,,Al9Hf3,111,-1.8676019
H2O(g) - H2(g) + * -> O*,,Au9In3,111,2.30297289
H2O(g) - H2(g) + * -> O*,,Hf9Ti3,111,-3.2534101
H2O(g) - H2(g) + * -> O*,,Ir9Zn3,111,0.60515737
H2O(g) - H2(g) + * -> O*,,Ir9Zn3,111,0.30174173
H2O(g) - H2(g) + * -> O*,,Ir9Zn3,111,0.79228978
H2O(g) - H2(g) + * -> O*,,Ir9Zn3,111,0.88482944
H2O(g) - H2(g) + * -> O*,,Tc3Ti9,111,-3.7044494
H2O(g) - H2(g) + * -> O*,,Os3Pd9,111,2.15275489
H2O(g) - H2(g) + * -> O*,,Tc3Ti9,111,-3.6291405
H2O(g) - H2(g) + * -> O*,,Hf9Sc3,111,-3.6847682
H2O(g) - H2(g) + * -> O*,,Tc3Ti9,111,-2.6941593
H2O(g) - H2(g) + * -> O*,,Re3V9,111,-3.1293283
H2O(g) - H2(g) + * -> O*,,In3Zn9,111,0.05248314
H2O(g) - H2(g) + * -> O*,,Hf9Sc3,111,-3.4455145
H2O(g) - H2(g) + * -> O*,,Ti3Y9,111,-3.4793873
H2O(g) - H2(g) + * -> O*,,Re3V9,111,-3.0450249
H2O(g) - H2(g) + * -> O*,,In3Zn9,111,0.39828908
H2O(g) - H2(g) + * -> O*,,Cu9Sn3,111,0.97360617
H2O(g) - H2(g) + * -> O*,,Hf9Sc3,111,-3.6827937
H2O(g) - H2(g) + * -> O*,,Ti3Y9,111,-3.4776244
H2O(g) - H2(g) + * -> O*,,In3Zn9,111,0.40926642
H2O(g) - H2(g) + * -> O*,,Hf9Sc3,111,-3.4249319
H2O(g) - H2(g) + * -> O*,,Ti3Y9,111,-3.5876554
H2O(g) - H2(g) + * -> O*,,Os9V3,111,-0.0601376
H2O(g) - H2(g) + * -> O*,,Hf9Zr3,111,-3.6965162
H2O(g) - H2(g) + * -> O*,,Fe9Ti3,111,-1.806447
H2O(g) - H2(g) + * -> O*,,Ag3Pd9,111,1.39590372
H2O(g) - H2(g) + * -> O*,,Ti3Y9,111,-3.6008615
H2O(g) - H2(g) + * -> O*,,Os9V3,111,-0.61402
H2O(g) - H2(g) + * -> O*,,Hf9Zr3,111,-3.3433906
H2O(g) - H2(g) + * -> O*,,Ag3Pd9,111,1.40593969
H2O(g) - H2(g) + * -> O*,,Os9V3,111,-0.6894335
H2O(g) - H2(g) + * -> O*,,Hf9Zr3,111,-3.5884143
H2O(g) - H2(g) + * -> O*,,Al3Nb9,111,-2.4755014
H2O(g) - H2(g) + * -> O*,,Ag3Pd9,111,1.68577285
H2O(g) - H2(g) + * -> O*,,Os9V3,111,-1.0103564
H2O(g) - H2(g) + * -> O*,,Hf9Zr3,111,-3.2396181
H2O(g) - H2(g) + * -> O*,,Al3Nb9,111,-2.263601
H2O(g) - H2(g) + * -> O*,,Ag3Pd9,111,1.82411294
H2O(g) - H2(g) + * -> O*,,Co9W3,111,-1.0622343
H2O(g) - H2(g) + * -> O*,,Al3Nb9,111,-1.8713579
H2O(g) - H2(g) + * -> O*,,Au9Os3,111,2.33683106
H2O(g) - H2(g) + * -> O*,,Cd9Zn3,111,1.28362057
H2O(g) - H2(g) + * -> O*,,Hf9Ti3,111,-3.6639705
H2O(g) - H2(g) + * -> O*,,Ga9In3,111,0.13666523
H2O(g) - H2(g) + * -> O*,,Cr9Ir3,111,-0.6277556
H2O(g) - H2(g) + * -> O*,,Hf9Ti3,111,-3.3314006
H2O(g) - H2(g) + * -> O*,,Au9Sc3,111,2.26961445
H2O(g) - H2(g) + * -> O*,,Ru9Y3,111,-0.418572
H2O(g) - H2(g) + * -> O*,,Ga9In3,111,0.34204954
H2O(g) - H2(g) + * -> O*,,Cr9Ir3,111,1.15398118
H2O(g) - H2(g) + * -> O*,,Au9Sc3,111,2.98821934
H2O(g) - H2(g) + * -> O*,,Ru9Y3,111,-1.2501351
H2O(g) - H2(g) + * -> O*,,Ga9In3,111,0.1633264
H2O(g) - H2(g) + * -> O*,,Au9Sc3,111,-0.1538012
H2O(g) - H2(g) + * -> O*,,Cr9La3,111,-1.7270894
H2O(g) - H2(g) + * -> O*,,Ru9Y3,111,-0.8122322
H2O(g) - H2(g) + * -> O*,,Ga9In3,111,0.39271129
H2O(g) - H2(g) + * -> O*,,Au9Sc3,111,-0.2124038
H2O(g) - H2(g) + * -> O*,,Cr9La3,111,-2.0467562
H2O(g) - H2(g) + * -> O*,,Cu9Tc3,111,0.77020611
H2O(g) - H2(g) + * -> O*,,Pd3Tl9,111,1.63834477
H2O(g) - H2(g) + * -> O*,,Pd3Tl9,111,1.51775575
H2O(g) - H2(g) + * -> O*,,Al9Ru3,111,-1.7672743
H2O(g) - H2(g) + * -> O*,,Pt3V9,111,-2.7412646
H2O(g) - H2(g) + * -> O*,,Ta9W3,111,-3.3232558
H2O(g) - H2(g) + * -> O*,,Ta9W3,111,-3.162477
H2O(g) - H2(g) + * -> O*,,Cd9Re3,111,1.92352293
H2O(g) - H2(g) + * -> O*,,Al9Hg3,111,-2.0194229
H2O(g) - H2(g) + * -> O*,,Ta9W3,111,-2.9919594
H2O(g) - H2(g) + * -> O*,,Cd9Re3,111,1.97019712
H2O(g) - H2(g) + * -> O*,,Al9Hg3,111,-1.9220602
H2O(g) - H2(g) + * -> O*,,Al9Ni3,111,-1.7057014
H2O(g) - H2(g) + * -> O*,,Cr3Ir9,111,0.87332746
H2O(g) - H2(g) + * -> O*,,Ta9W3,111,-2.870316
H2O(g) - H2(g) + * -> O*,,Ga3V9,111,-2.6436194
H2O(g) - H2(g) + * -> O*,,Al3In9,111,0.52767091
H2O(g) - H2(g) + * -> O*,,Rh3Sc9,111,-3.9231395
H2O(g) - H2(g) + * -> O*,,Co3Hg9,111,2.61168372
H2O(g) - H2(g) + * -> O*,,Cd3Co9,111,-0.3660373
H2O(g) - H2(g) + * -> O*,,Ga3V9,111,-2.4786958
H2O(g) - H2(g) + * -> O*,,Rh3Sc9,111,-4.0084145
H2O(g) - H2(g) + * -> O*,,Cr3Pd9,111,1.85500943
H2O(g) - H2(g) + * -> O*,,Co3Hg9,111,2.72052613
H2O(g) - H2(g) + * -> O*,,Al9Mn3,111,-1.2515536
H2O(g) - H2(g) + * -> O*,,Ag3Ta9,111,-3.0944229
H2O(g) - H2(g) + * -> O*,,In9Pt3,111,0.79923426
H2O(g) - H2(g) + * -> O*,,Ag3Ta9,111,-2.8554517
H2O(g) - H2(g) + * -> O*,,In9Pt3,111,0.76248978
H2O(g) - H2(g) + * -> O*,,In9Pt3,111,1.05875971
H2O(g) - H2(g) + * -> O*,,Al3Ni9,111,-0.234619
H2O(g) - H2(g) + * -> O*,,Ru3Y9,111,0.75367098
H2O(g) - H2(g) + * -> O*,,Hf3Zn9,111,0.45774704
H2O(g) - H2(g) + * -> O*,,Cr9Pb3,111,-1.3128029
H2O(g) - H2(g) + * -> O*,,Ir9La3,111,-0.1689544
H2O(g) - H2(g) + * -> O*,,Cr9Pb3,111,-1.4927255
H2O(g) - H2(g) + * -> O*,,Ir9La3,111,0.12744901
H2O(g) - H2(g) + * -> O*,,Al3Ir9,111,0.84835979
H2O(g) - H2(g) + * -> O*,,Cd9Cr3,111,1.56428477
H2O(g) - H2(g) + * -> O*,,Ir9La3,111,0.62997224
H2O(g) - H2(g) + * -> O*,,Al3Ir9,111,0.46815771
H2O(g) - H2(g) + * -> O*,,Cd9Cr3,111,1.75411302
H2O(g) - H2(g) + * -> O*,,Al3Ir9,111,0.14221077
H2O(g) - H2(g) + * -> O*,,Cr3La9,111,-1.7343004
H2O(g) - H2(g) + * -> O*,,Hg3Ru9,111,-0.49337
H2O(g) - H2(g) + * -> O*,,Tc3Zr9,111,-3.6051757
H2O(g) - H2(g) + * -> O*,,Al3Ir9,111,0.13794063
H2O(g) - H2(g) + * -> O*,,Hg3Ru9,111,-0.7047004
H2O(g) - H2(g) + * -> O*,,Tc3Zr9,111,-3.4374402
H2O(g) - H2(g) + * -> O*,,Hg3W9,111,-1.6293793
H2O(g) - H2(g) + * -> O*,,Au3Hf9,111,-3.8832827
H2O(g) - H2(g) + * -> O*,,Tc3Zr9,111,-2.5991964
H2O(g) - H2(g) + * -> O*,,Ga9Tc3,111,0.15208647
H2O(g) - H2(g) + * -> O*,,Hg3W9,111,-2.0771996
H2O(g) - H2(g) + * -> O*,,Ni9Pb3,111,0.31806353
H2O(g) - H2(g) + * -> O*,,Au3Hf9,111,-3.5050437
H2O(g) - H2(g) + * -> O*,,Ga9Tc3,111,0.40556404
H2O(g) - H2(g) + * -> O*,,Os3Ta9,111,-3.2644829
H2O(g) - H2(g) + * -> O*,,Os3Ta9,111,-2.8524322
H2O(g) - H2(g) + * -> O*,,Fe9Zr3,111,-0.0452665
H2O(g) - H2(g) + * -> O*,,Cd3Pb9,111,0.77673766
H2O(g) - H2(g) + * -> O*,,Cr9Ru3,111,-0.7584508
H2O(g) - H2(g) + * -> O*,,Fe9Sn3,111,0.06281952
H2O(g) - H2(g) + * -> O*,,Nb9Os3,111,-2.7851266
H2O(g) - H2(g) + * -> O*,,Cd3Pb9,111,0.89841867
H2O(g) - H2(g) + * -> O*,,Cr9Cu3,111,-2.2112825
H2O(g) - H2(g) + * -> O*,,Nb9Os3,111,-2.6134277
H2O(g) - H2(g) + * -> O*,,Cd3Pb9,111,0.81885394
H2O(g) - H2(g) + * -> O*,,Fe9Nb3,111,-1.5608563
H2O(g) - H2(g) + * -> O*,,Mo3Pb9,111,1.20102885
H2O(g) - H2(g) + * -> O*,,Cr9Ru3,111,0.54597451
H2O(g) - H2(g) + * -> O*,,Sc9Sn3,111,-3.9184212
H2O(g) - H2(g) + * -> O*,,Sc9Sn3,111,-3.9324531
H2O(g) - H2(g) + * -> O*,,Hg3Pb9,111,3.16980132
H2O(g) - H2(g) + * -> O*,,Hf9Pt3,111,2.00584811
H2O(g) - H2(g) + * -> O*,,Mo3Tc9,111,-0.1150552
H2O(g) - H2(g) + * -> O*,,Au3Pt9,111,1.42002648
H2O(g) - H2(g) + * -> O*,,Mo3Tc9,111,-0.540314
H2O(g) - H2(g) + * -> O*,,Ag3Y9,111,-3.86284
H2O(g) - H2(g) + * -> O*,,Ag3Au9,111,2.28714552
H2O(g) - H2(g) + * -> O*,,Au3Pt9,111,1.51265702
H2O(g) - H2(g) + * -> O*,,Tl3V9,111,-0.7374335
H2O(g) - H2(g) + * -> O*,,Hg3La9,111,1.87606042
H2O(g) - H2(g) + * -> O*,,Cu9Ni3,111,0.90288623
H2O(g) - H2(g) + * -> O*,,Ag3Au9,111,2.48644483
H2O(g) - H2(g) + * -> O*,,Hf3Zr9,111,-3.381681
H2O(g) - H2(g) + * -> O*,,Au3Pt9,111,1.68999374
H2O(g) - H2(g) + * -> O*,,Ag3Au9,111,2.35964985
H2O(g) - H2(g) + * -> O*,,Al9Au3,111,-2.0877185
H2O(g) - H2(g) + * -> O*,,Hf3Zr9,111,-3.0846468
H2O(g) - H2(g) + * -> O*,,Mo3Rh9,111,1.37679697
H2O(g) - H2(g) + * -> O*,,Ag3Au9,111,2.54508386
H2O(g) - H2(g) + * -> O*,,Hf3Zr9,111,-3.516536
H2O(g) - H2(g) + * -> O*,,Mo3Rh9,111,0.76761464
H2O(g) - H2(g) + * -> O*,,Hf3Zr9,111,-3.2095652
H2O(g) - H2(g) + * -> O*,,Mo3Rh9,111,-0.6143932
H2O(g) - H2(g) + * -> O*,,Cd9Mo3,111,1.64998675
H2O(g) - H2(g) + * -> O*,,Cd9Mo3,111,1.89161472
H2O(g) - H2(g) + * -> O*,,Nb9Tl3,111,-0.8260942
H2O(g) - H2(g) + * -> O*,,Nb9Tl3,111,3.62824361
H2O(g) - H2(g) + * -> O*,,La9Pd3,111,-2.807342
H2O(g) - H2(g) + * -> O*,,Cu9Mo3,111,-1.545251
H2O(g) - H2(g) + * -> O*,,Cu9Ir3,111,0.9714962
H2O(g) - H2(g) + * -> O*,,Ag9Re3,111,2.04493114
H2O(g) - H2(g) + * -> O*,,La3Mo9,111,-1.3831219
H2O(g) - H2(g) + * -> O*,,Cu9Ir3,111,1.67304146
H2O(g) - H2(g) + * -> O*,,Ag9Re3,111,2.94698226
H2O(g) - H2(g) + * -> O*,,Cu9Ti3,111,0.62053928
H2O(g) - H2(g) + * -> O*,,La3Mo9,111,-1.7862807
H2O(g) - H2(g) + * -> O*,,Cu9Ir3,111,0.58225654
H2O(g) - H2(g) + * -> O*,,Cu9Ti3,111,1.22986584
H2O(g) - H2(g) + * -> O*,,Pb9Sc3,111,1.57864272
H2O(g) - H2(g) + * -> O*,,Ga9La3,111,0.09002682
H2O(g) - H2(g) + * -> O*,,Cu9Ir3,111,0.43413123
H2O(g) - H2(g) + * -> O*,,Cu9Ti3,111,-1.3290334
H2O(g) - H2(g) + * -> O*,,Pb9Sc3,111,1.1747451
H2O(g) - H2(g) + * -> O*,,Au9Pd3,111,2.46588105
H2O(g) - H2(g) + * -> O*,,Ga9La3,111,0.08411447
H2O(g) - H2(g) + * -> O*,,Cu9Ti3,111,-1.4340346
H2O(g) - H2(g) + * -> O*,,Au9Pd3,111,2.85710864
H2O(g) - H2(g) + * -> O*,,Au3V9,111,-3.0057776
H2O(g) - H2(g) + * -> O*,,Ga9La3,111,-0.8422673
H2O(g) - H2(g) + * -> O*,,Pd3Re9,111,-0.8882905
H2O(g) - H2(g) + * -> O*,,Pb3Ti9,111,-3.2057255
H2O(g) - H2(g) + * -> O*,,Mo3Pd9,111,2.15269285
H2O(g) - H2(g) + * -> O*,,Au9Pd3,111,2.31164284
H2O(g) - H2(g) + * -> O*,,Au3V9,111,-2.8560987
H2O(g) - H2(g) + * -> O*,,Ga9La3,111,-0.896199
H2O(g) - H2(g) + * -> O*,,Pd3Re9,111,-1.597139
H2O(g) - H2(g) + * -> O*,,In9Rh3,111,0.72185897
H2O(g) - H2(g) + * -> O*,,Au9Pd3,111,2.45249332
H2O(g) - H2(g) + * -> O*,,Hf3Sn9,111,-1.1564103
H2O(g) - H2(g) + * -> O*,,Hf9In3,111,2.19279699
H2O(g) - H2(g) + * -> O*,,In9Rh3,111,0.66024736
H2O(g) - H2(g) + * -> O*,,In9Rh3,111,0.77553083
H2O(g) - H2(g) + * -> O*,,Al3Sc9,111,-3.7596132
H2O(g) - H2(g) + * -> O*,,La9Zr3,111,-3.026413
H2O(g) - H2(g) + * -> O*,,Cd9Pb3,111,0.86090764
H2O(g) - H2(g) + * -> O*,,Ag3Re9,111,-0.807011
H2O(g) - H2(g) + * -> O*,,Al3Sc9,111,-3.8233336
H2O(g) - H2(g) + * -> O*,,Ag9Ga3,111,0.82329294
H2O(g) - H2(g) + * -> O*,,Ag3Re9,111,-1.5887754
H2O(g) - H2(g) + * -> O*,,Al3Sc9,111,-2.6636179
H2O(g) - H2(g) + * -> O*,,Mo3Pd9,111,2.26116817
H2O(g) - H2(g) + * -> O*,,Al3Y9,111,-3.6821808
H2O(g) - H2(g) + * -> O*,,Re9W3,111,-1.35999
H2O(g) - H2(g) + * -> O*,,Al3Sc9,111,-2.6402194
H2O(g) - H2(g) + * -> O*,,Hf3W9,111,-1.8880522
H2O(g) - H2(g) + * -> O*,,In9W3,111,0.95772234
H2O(g) - H2(g) + * -> O*,,Re9W3,111,-1.0942944
H2O(g) - H2(g) + * -> O*,,Hf3W9,111,-1.9482676
H2O(g) - H2(g) + * -> O*,,In9W3,111,0.60052028
H2O(g) - H2(g) + * -> O*,,Hg9W3,111,2.71588346
H2O(g) - H2(g) + * -> O*,,Ti3Y9,111,-1.9594205
H2O(g) - H2(g) + * -> O*,,Cr9Ti3,111,-0.4912995
H2O(g) - H2(g) + * -> O*,,Ga3Os9,111,-0.5827351
H2O(g) - H2(g) + * -> O*,,Ga3Os9,111,0.41855163
H2O(g) - H2(g) + * -> O*,,Ag9W3,111,1.89452212
H2O(g) - H2(g) + * -> O*,,Ga3Os9,111,0.44419128
H2O(g) - H2(g) + * -> O*,,Ir3Zn9,111,2.06763537
H2O(g) - H2(g) + * -> O*,,Sn3Tc9,111,-0.884615
H2O(g) - H2(g) + * -> O*,,Pt3Ta9,111,-3.0724942
H2O(g) - H2(g) + * -> O*,,La9Zr3,111,-2.8622259
H2O(g) - H2(g) + * -> O*,,Sn3Tc9,111,-1.0603219
H2O(g) - H2(g) + * -> O*,,Pt3Ta9,111,-2.7819897
H2O(g) - H2(g) + * -> O*,,La9Zr3,111,-2.7716746
H2O(g) - H2(g) + * -> O*,,Cr3Ti9,111,-3.5929328
H2O(g) - H2(g) + * -> O*,,Cd9La3,111,0.80942833
H2O(g) - H2(g) + * -> O*,,La9Zr3,111,-3.1222097
H2O(g) - H2(g) + * -> O*,,Cr3Ti9,111,-3.462191
H2O(g) - H2(g) + * -> O*,,Al3Mo9,111,-1.6280103
H2O(g) - H2(g) + * -> O*,,Cr3Ti9,111,-3.0723769
H2O(g) - H2(g) + * -> O*,,Al3Mo9,111,-1.6981225
H2O(g) - H2(g) + * -> O*,,Cr3Ti9,111,-2.971016
H2O(g) - H2(g) + * -> O*,,Ta9Y3,111,-2.440927
H2O(g) - H2(g) + * -> O*,,Hf9Hg3,111,-3.5507355
H2O(g) - H2(g) + * -> O*,,Sc3W9,111,-1.8889601
H2O(g) - H2(g) + * -> O*,,Ta9Y3,111,-3.0726519
H2O(g) - H2(g) + * -> O*,,Co9Ru3,111,0.05102203
H2O(g) - H2(g) + * -> O*,,Sc3W9,111,-2.2882027
H2O(g) - H2(g) + * -> O*,,Hf3Ni9,111,0.30364462
H2O(g) - H2(g) + * -> O*,,Co9Ru3,111,-0.1279849
H2O(g) - H2(g) + * -> O*,,Co9Ru3,111,-0.282884
H2O(g) - H2(g) + * -> O*,,Ag3Pt9,111,1.42350804
H2O(g) - H2(g) + * -> O*,,Hf3La9,111,-2.819792
H2O(g) - H2(g) + * -> O*,,Hf9Hg3,111,-3.8955688
H2O(g) - H2(g) + * -> O*,,Sc3W9,111,-1.6893732
H2O(g) - H2(g) + * -> O*,,Ag3Pt9,111,1.27417808
H2O(g) - H2(g) + * -> O*,,Hf3La9,111,-2.7148085
H2O(g) - H2(g) + * -> O*,,Ag3Pt9,111,1.44300159
H2O(g) - H2(g) + * -> O*,,Hf3La9,111,-3.2784108
H2O(g) - H2(g) + * -> O*,,Os3Sn9,111,1.13606385
H2O(g) - H2(g) + * -> O*,,Hf3La9,111,-3.203275
H2O(g) - H2(g) + * -> O*,,Pt3Re9,111,-0.9045548
H2O(g) - H2(g) + * -> O*,,Ag3La9,111,-3.2828886
H2O(g) - H2(g) + * -> O*,,Cu3Pt9,111,1.59144513
H2O(g) - H2(g) + * -> O*,,Re3Rh9,111,1.54596933
H2O(g) - H2(g) + * -> O*,,Cu3Pt9,111,1.4295959
H2O(g) - H2(g) + * -> O*,,Re3Rh9,111,1.06881227
H2O(g) - H2(g) + * -> O*,,Cu3Pt9,111,1.23414864
H2O(g) - H2(g) + * -> O*,,Os9Zr3,111,-0.2987229
H2O(g) - H2(g) + * -> O*,,Re3Rh9,111,-0.5421946
H2O(g) - H2(g) + * -> O*,,Cu3Pt9,111,1.591099
H2O(g) - H2(g) + * -> O*,,Tc3Zn9,111,1.19430002
H2O(g) - H2(g) + * -> O*,,Os9Zr3,111,-1.0506677
H2O(g) - H2(g) + * -> O*,,In3Sc9,111,-3.9067067
H2O(g) - H2(g) + * -> O*,,Tc3Zn9,111,1.24931776
H2O(g) - H2(g) + * -> O*,,Cd9Cu3,111,1.14757413
H2O(g) - H2(g) + * -> O*,,Re3Sc9,111,-3.6056149
H2O(g) - H2(g) + * -> O*,,Hf3In9,111,-0.8230452
H2O(g) - H2(g) + * -> O*,,Os9Zr3,111,-1.0907346
H2O(g) - H2(g) + * -> O*,,In3Sc9,111,-3.9743841
H2O(g) - H2(g) + * -> O*,,Tc3Zn9,111,0.26512786
H2O(g) - H2(g) + * -> O*,,Cd9Cu3,111,1.15696668
H2O(g) - H2(g) + * -> O*,,Re3Sc9,111,-3.6370073
H2O(g) - H2(g) + * -> O*,,Os9Zr3,111,-1.0778275
H2O(g) - H2(g) + * -> O*,,Tc3Zn9,111,0.06992428
H2O(g) - H2(g) + * -> O*,,Cd9Cu3,111,0.90127614
H2O(g) - H2(g) + * -> O*,,Re3Sc9,111,-2.5026024
H2O(g) - H2(g) + * -> O*,,Au9Pd3,111,3.69346862
H2O(g) - H2(g) + * -> O*,,Cd9Cu3,111,0.84982825
H2O(g) - H2(g) + * -> O*,,Re3Sc9,111,-2.6001245
H2O(g) - H2(g) + * -> O*,,Au9Re3,111,2.31786119
H2O(g) - H2(g) + * -> O*,,Au9Re3,111,3.43230545
H2O(g) - H2(g) + * -> O*,,Nb9Tc3,111,-2.9961896
H2O(g) - H2(g) + * -> O*,,Nb9Tc3,111,-2.870116
H2O(g) - H2(g) + * -> O*,,Cd9Pd3,111,1.16986161
H2O(g) - H2(g) + * -> O*,,Au9Pd3,111,3.14660865
H2O(g) - H2(g) + * -> O*,,Ta9W3,111,-1.053695
H2O(g) - H2(g) + * -> O*,,Au3Rh9,111,0.24080592
H2O(g) - H2(g) + * -> O*,,Ti9Tl3,111,-3.6073262
H2O(g) - H2(g) + * -> O*,,Pt3Y9,111,-3.8403369
H2O(g) - H2(g) + * -> O*,,Fe9V3,111,-1.539617
H2O(g) - H2(g) + * -> O*,,Au3Rh9,111,0.37265296
H2O(g) - H2(g) + * -> O*,,Ti9Tl3,111,-3.3911608
H2O(g) - H2(g) + * -> O*,,Pt3Y9,111,-3.8345957
H2O(g) - H2(g) + * -> O*,,Cd3Re9,111,-0.7137447
H2O(g) - H2(g) + * -> O*,,Cd9Ti3,111,1.25627517
H2O(g) - H2(g) + * -> O*,,Cd3Re9,111,-1.467846
H2O(g) - H2(g) + * -> O*,,Ag9Ti3,111,1.79181956
H2O(g) - H2(g) + * -> O*,,Cr3Zn9,111,-0.8472711
H2O(g) - H2(g) + * -> O*,,Cu9Pt3,111,0.97599098
H2O(g) - H2(g) + * -> O*,,Cr3Zn9,111,-0.7802268
H2O(g) - H2(g) + * -> O*,,Cd3Tc9,111,3.85474967
H2O(g) - H2(g) + * -> O*,,Au3Sc9,111,-3.972823
H2O(g) - H2(g) + * -> O*,,Cu9Pt3,111,1.45706226
H2O(g) - H2(g) + * -> O*,,Ru3W9,111,-1.9225292
H2O(g) - H2(g) + * -> O*,,In9Sc3,111,0.94840897
H2O(g) - H2(g) + * -> O*,,Au3Sc9,111,-4.0212847
H2O(g) - H2(g) + * -> O*,,Cu9Pt3,111,1.18974742
H2O(g) - H2(g) + * -> O*,,Ru3W9,111,-2.0757037
H2O(g) - H2(g) + * -> O*,,In9Sc3,111,1.07352746
H2O(g) - H2(g) + * -> O*,,Cu9Pt3,111,1.20433354
H2O(g) - H2(g) + * -> O*,,Ru3W9,111,-1.4772731
H2O(g) - H2(g) + * -> O*,,In9Sc3,111,-0.8856929
H2O(g) - H2(g) + * -> O*,,Ru3W9,111,-1.7168194
H2O(g) - H2(g) + * -> O*,,In9Sc3,111,-0.8668106
H2O(g) - H2(g) + * -> O*,,Ag9Tc3,111,-1.2407516
H2O(g) - H2(g) + * -> O*,,Ga3W9,111,-0.6629333
H2O(g) - H2(g) + * -> O*,,Cu9La3,111,-0.7999434
H2O(g) - H2(g) + * -> O*,,Cd3Mo9,111,-0.4643254
H2O(g) - H2(g) + * -> O*,,Ga3W9,111,3.2386434
H2O(g) - H2(g) + * -> O*,,Fe3Re9,111,-0.2875098
H2O(g) - H2(g) + * -> O*,,Cd3Mo9,111,3.50294335
H2O(g) - H2(g) + * -> O*,,Al9Zr3,111,-0.4958797
H2O(g) - H2(g) + * -> O*,,Ir9Rh3,111,0.59696103
H2O(g) - H2(g) + * -> O*,,Cr3Zn9,111,1.00043592
H2O(g) - H2(g) + * -> O*,,Mo9Sn3,111,-1.5670591
H2O(g) - H2(g) + * -> O*,,In9Ti3,111,1.13097246
H2O(g) - H2(g) + * -> O*,,Al9Zr3,111,-0.5374801
H2O(g) - H2(g) + * -> O*,,Ir9Rh3,111,0.66051675
H2O(g) - H2(g) + * -> O*,,Cr3Zn9,111,1.21211926
H2O(g) - H2(g) + * -> O*,,Fe3Re9,111,1.14704065
H2O(g) - H2(g) + * -> O*,,In9Ti3,111,1.00638256
H2O(g) - H2(g) + * -> O*,,Al9Zr3,111,-1.7277559
H2O(g) - H2(g) + * -> O*,,Ir9Rh3,111,0.72335709
H2O(g) - H2(g) + * -> O*,,Nb3Ru9,111,-0.1976508
H2O(g) - H2(g) + * -> O*,,Al9Zr3,111,-1.6458378
H2O(g) - H2(g) + * -> O*,,Ir9Rh3,111,0.84874048
H2O(g) - H2(g) + * -> O*,,Nb3Ru9,111,-0.8160497
H2O(g) - H2(g) + * -> O*,,Al3Zr9,111,-3.371691
H2O(g) - H2(g) + * -> O*,,Nb3Zn9,111,0.57568689
H2O(g) - H2(g) + * -> O*,,Nb3Ru9,111,-0.8966691
H2O(g) - H2(g) + * -> O*,,La9Tl3,111,-2.9449775
H2O(g) - H2(g) + * -> O*,,Hg9Tl3,111,2.60428304
H2O(g) - H2(g) + * -> O*,,La9Sn3,111,1.20904628
H2O(g) - H2(g) + * -> O*,,Nb3Zn9,111,1.01850183
H2O(g) - H2(g) + * -> O*,,Nb3Ru9,111,-1.1203335
H2O(g) - H2(g) + * -> O*,,Pt9Ti3,111,2.31441908
H2O(g) - H2(g) + * -> O*,,V3W9,111,-2.1749094
H2O(g) - H2(g) + * -> O*,,Pb3Y9,111,-3.8996237
H2O(g) - H2(g) + * -> O*,,Nb3Zn9,111,-1.4266881
H2O(g) - H2(g) + * -> O*,,Pt9Ti3,111,1.97262397
H2O(g) - H2(g) + * -> O*,,V3W9,111,-2.1790109
H2O(g) - H2(g) + * -> O*,,Pb3Y9,111,-3.8539488
H2O(g) - H2(g) + * -> O*,,Ag3Pb9,111,2.82723489
H2O(g) - H2(g) + * -> O*,,Nb3Zn9,111,-1.5808353
H2O(g) - H2(g) + * -> O*,,Mo3W9,111,-2.1071055
H2O(g) - H2(g) + * -> O*,,Pt9Ti3,111,-0.1321811
H2O(g) - H2(g) + * -> O*,,V3W9,111,-2.7336005
H2O(g) - H2(g) + * -> O*,,Mo3W9,111,-2.1988236
H2O(g) - H2(g) + * -> O*,,Sn9W3,111,0.17461423
H2O(g) - H2(g) + * -> O*,,Ta9Tl3,111,-2.7350665
H2O(g) - H2(g) + * -> O*,,Co9In3,111,-0.0922869
H2O(g) - H2(g) + * -> O*,,Ta9Tl3,111,-2.6462
H2O(g) - H2(g) + * -> O*,,Hf3Zn9,111,-1.1710969
H2O(g) - H2(g) + * -> O*,,Mo3W9,111,-2.2047518
H2O(g) - H2(g) + * -> O*,,Sc3Ti9,111,-3.4616052
H2O(g) - H2(g) + * -> O*,,Ag3Sc9,111,-3.9928197
H2O(g) - H2(g) + * -> O*,,Sc3Ti9,111,-3.4549893
H2O(g) - H2(g) + * -> O*,,Ir9Ni3,111,0.43810723
H2O(g) - H2(g) + * -> O*,,Ag3Sc9,111,-4.0799609
