Equation,activationEnergy,chemicalComposition,facet,reactionEnergy
H2O(g) - H2(g) + * -> O*,,Hf3Ru9,111,-1.148982
H2O(g) - H2(g) + * -> O*,,Ni9Pd3,111,0.65644661
H2O(g) - H2(g) + * -> O*,,Ni9Pd3,111,0.57899689
H2O(g) - H2(g) + * -> O*,,Au3Ni9,111,0.21258445
H2O(g) - H2(g) + * -> O*,,Ru9Ti3,111,-0.986654
H2O(g) - H2(g) + * -> O*,,Au3Ni9,111,0.03950059
H2O(g) - H2(g) + * -> O*,,Ag3Ni9,111,-0.1037607
H2O(g) - H2(g) + * -> O*,,Ag3Ni9,111,-0.1670767
H2O(g) - H2(g) + * -> O*,,Ru9Ti3,111,-1.1746998
H2O(g) - H2(g) + * -> O*,,Cu3Ni9,111,0.41898225
H2O(g) - H2(g) + * -> O*,,Cu3Ni9,111,0.02727955
H2O(g) - H2(g) + * -> O*,,Cu3Ni9,111,0.07345046
H2O(g) - H2(g) + * -> O*,,Cd3Ni9,111,-0.0029372
H2O(g) - H2(g) + * -> O*,,Ni9Zn3,111,0.10302244
H2O(g) - H2(g) + * -> O*,,Cd3Ni9,111,-0.0870367
H2O(g) - H2(g) + * -> O*,,In3Ni9,111,0.71969294
H2O(g) - H2(g) + * -> O*,,In3Ni9,111,0.52901352
H2O(g) - H2(g) + * -> O*,,Ni9Zn3,111,0.01841109
H2O(g) - H2(g) + * -> O*,,Ni9Sn3,111,0.73306869
H2O(g) - H2(g) + * -> O*,,Ni9Zn3,111,0.42837698
H2O(g) - H2(g) + * -> O*,,Ga3Ni9,111,0.47490464
H2O(g) - H2(g) + * -> O*,,Ru9Ta3,111,-0.9338702
H2O(g) - H2(g) + * -> O*,,Rh9Zn3,111,0.3950512
H2O(g) - H2(g) + * -> O*,,Ga3Ni9,111,0.33480928
H2O(g) - H2(g) + * -> O*,,Rh9Zn3,111,0.3761035
H2O(g) - H2(g) + * -> O*,,Rh9Zn3,111,0.8236041
H2O(g) - H2(g) + * -> O*,,Ga3Ni9,111,0.48992831
H2O(g) - H2(g) + * -> O*,,Ga12,111,0.13368273
H2O(g) - H2(g) + * -> O*,,Al3Ni9,111,-0.1244185
H2O(g) - H2(g) + * -> O*,,Al3Ni9,111,1.63370128
H2O(g) - H2(g) + * -> O*,,Al3Rh9,111,0.46944304
H2O(g) - H2(g) + * -> O*,,Al3Rh9,111,0.00731986
H2O(g) - H2(g) + * -> O*,,Cd3Co9,111,-0.1664467
H2O(g) - H2(g) + * -> O*,,Co9Hg3,111,-0.0182965
H2O(g) - H2(g) + * -> O*,,Al3Rh9,111,1.45544917
H2O(g) - H2(g) + * -> O*,,Ga12,111,0.35801569
H2O(g) - H2(g) + * -> O*,,Al3Co9,111,1.71004187
H2O(g) - H2(g) + * -> O*,,Ga12,111,1.67855775
H2O(g) - H2(g) + * -> O*,,Mn3Ru9,111,-0.5698951
H2O(g) - H2(g) + * -> O*,,Mn3Ru9,111,-0.5391636
H2O(g) - H2(g) + * -> O*,,Co9Zn3,111,-0.213693
H2O(g) - H2(g) + * -> O*,,Co9Zn3,111,2.9881641
H2O(g) - H2(g) + * -> O*,,Co9In3,111,0.3142557
H2O(g) - H2(g) + * -> O*,,Co9In3,111,0.06703756
H2O(g) - H2(g) + * -> O*,,Ga3Rh9,111,0.64566927
H2O(g) - H2(g) + * -> O*,,Ga3Rh9,111,0.61420787
H2O(g) - H2(g) + * -> O*,,Ga3Rh9,111,0.79401104
H2O(g) - H2(g) + * -> O*,,Ag9Bi3,111,2.41553944
H2O(g) - H2(g) + * -> O*,,Ag9Co3,111,0.63335612
H2O(g) - H2(g) + * -> O*,,Ag9Nb3,111,2.64493495
H2O(g) - H2(g) + * -> O*,,Hf12,111,-3.730902
H2O(g) - H2(g) + * -> O*,,Cr9Nb3,111,-1.0027945
H2O(g) - H2(g) + * -> O*,,Hf12,111,-3.3250565
H2O(g) - H2(g) + * -> O*,,Hf12,111,-0.7492421
H2O(g) - H2(g) + * -> O*,,Al9W3,111,-1.0238523
H2O(g) - H2(g) + * -> O*,,Al9W3,111,-0.9928419
H2O(g) - H2(g) + * -> O*,,In3Rh9,111,1.54866407
H2O(g) - H2(g) + * -> O*,,In3Rh9,111,0.62520603
H2O(g) - H2(g) + * -> O*,,In3Rh9,111,0.51595573
H2O(g) - H2(g) + * -> O*,,Rh9Tl3,111,0.65022636
H2O(g) - H2(g) + * -> O*,,Rh9Tl3,111,0.56925902
H2O(g) - H2(g) + * -> O*,,Pb3Rh9,111,0.80319747
H2O(g) - H2(g) + * -> O*,,Pb3Rh9,111,0.69799839
H2O(g) - H2(g) + * -> O*,,Al3Au9,111,0.30295577
H2O(g) - H2(g) + * -> O*,,Al3Au9,111,0.16284122
H2O(g) - H2(g) + * -> O*,,Au9Sn3,111,1.62167793
H2O(g) - H2(g) + * -> O*,,Au9Zn3,111,1.59863016
H2O(g) - H2(g) + * -> O*,,Au9Zn3,111,1.70750032
H2O(g) - H2(g) + * -> O*,,Au9Ga3,111,1.11426698
H2O(g) - H2(g) + * -> O*,,Au9Hg3,111,4.11237141
H2O(g) - H2(g) + * -> O*,,Au9Pb3,111,2.1200283
H2O(g) - H2(g) + * -> O*,,Au9Ir3,111,1.25415758
H2O(g) - H2(g) + * -> O*,,Au9Ir3,111,1.19528344
H2O(g) - H2(g) + * -> O*,,La12,111,-3.0047505
H2O(g) - H2(g) + * -> O*,,La12,111,-2.91175
H2O(g) - H2(g) + * -> O*,,Bi12,111,0.93668223
H2O(g) - H2(g) + * -> O*,,Bi12,111,1.57598335
H2O(g) - H2(g) + * -> O*,,Bi12,111,0.99238434
H2O(g) - H2(g) + * -> O*,,Cd9Ga3,111,0.98334132
H2O(g) - H2(g) + * -> O*,,Al3Cu9,111,-0.0866238
H2O(g) - H2(g) + * -> O*,,Cd9Ga3,111,0.9186238
H2O(g) - H2(g) + * -> O*,,Al3Cu9,111,1.23339815
H2O(g) - H2(g) + * -> O*,,Cd9Pb3,111,0.81047896
H2O(g) - H2(g) + * -> O*,,Cu9Ga3,111,0.67506695
H2O(g) - H2(g) + * -> O*,,Cu9Ga3,111,0.71977335
H2O(g) - H2(g) + * -> O*,,Cu9Hg3,111,3.81381559
H2O(g) - H2(g) + * -> O*,,Cu9In3,111,2.99292487
H2O(g) - H2(g) + * -> O*,,Cu9Pb3,111,0.81836836
H2O(g) - H2(g) + * -> O*,,Cu9Pt3,111,2.43069278
H2O(g) - H2(g) + * -> O*,,Cu9Sn3,111,1.01223763
H2O(g) - H2(g) + * -> O*,,Cu9Sn3,111,1.07727311
H2O(g) - H2(g) + * -> O*,,Al3Fe9,111,-0.289309
H2O(g) - H2(g) + * -> O*,,Al3Fe9,111,-0.3823194
H2O(g) - H2(g) + * -> O*,,Al3Fe9,111,-0.386518
H2O(g) - H2(g) + * -> O*,,Cd3Fe9,111,-0.1881015
H2O(g) - H2(g) + * -> O*,,Fe9Ga3,111,0.45439963
H2O(g) - H2(g) + * -> O*,,Cd9Pb3,111,0.81135381
H2O(g) - H2(g) + * -> O*,,Cu9Sn3,111,1.41583619
H2O(g) - H2(g) + * -> O*,,Fe9Ga3,111,-0.0965261
H2O(g) - H2(g) + * -> O*,,La12,111,-0.6998586
H2O(g) - H2(g) + * -> O*,,Cd9Sn3,111,0.57156246
H2O(g) - H2(g) + * -> O*,,Fe9Ga3,111,-0.1825447
H2O(g) - H2(g) + * -> O*,,Fe9Pb3,111,0.18674112
H2O(g) - H2(g) + * -> O*,,Fe9Pb3,111,0.03597168
H2O(g) - H2(g) + * -> O*,,Fe9Sn3,111,0.08033984
H2O(g) - H2(g) + * -> O*,,Fe9Tl3,111,0.35795419
H2O(g) - H2(g) + * -> O*,,Fe9Zn3,111,0.17547315
H2O(g) - H2(g) + * -> O*,,Fe9Zn3,111,-0.374845
H2O(g) - H2(g) + * -> O*,,Fe9Zn3,111,-0.4685717
H2O(g) - H2(g) + * -> O*,,Fe12,111,-0.138559
H2O(g) - H2(g) + * -> O*,,Cd9Sn3,111,0.64458
H2O(g) - H2(g) + * -> O*,,Ga9Tc3,111,0.34553886
H2O(g) - H2(g) + * -> O*,,Cd9Tl3,111,0.95766166
H2O(g) - H2(g) + * -> O*,,Ga9Tc3,111,0.22791752
H2O(g) - H2(g) + * -> O*,,Ga9Tl3,111,0.04911872
H2O(g) - H2(g) + * -> O*,,Ga9Tl3,111,0.17400442
H2O(g) - H2(g) + * -> O*,,Hg9In3,111,1.81764928
H2O(g) - H2(g) + * -> O*,,Hg9In3,111,1.90850986
H2O(g) - H2(g) + * -> O*,,Hg9Pd3,111,1.87096006
H2O(g) - H2(g) + * -> O*,,Hg9Tl3,111,2.1393073
H2O(g) - H2(g) + * -> O*,,In9Tc3,111,0.71627709
H2O(g) - H2(g) + * -> O*,,In9Tc3,111,0.3843012
H2O(g) - H2(g) + * -> O*,,Ir9Sn3,111,1.07720998
H2O(g) - H2(g) + * -> O*,,Cd9Tl3,111,1.10536981
H2O(g) - H2(g) + * -> O*,,Ag3In9,111,0.74241512
H2O(g) - H2(g) + * -> O*,,In9Tc3,111,0.52761159
H2O(g) - H2(g) + * -> O*,,Al3Pd9,111,0.46881282
H2O(g) - H2(g) + * -> O*,,Cd3Pd9,111,1.58711362
H2O(g) - H2(g) + * -> O*,,Cd3Pd9,111,1.72451737
H2O(g) - H2(g) + * -> O*,,Hg3Pd9,111,1.59879792
H2O(g) - H2(g) + * -> O*,,Hg3Pd9,111,1.69918126
H2O(g) - H2(g) + * -> O*,,Hg3Pd9,111,2.00199634
H2O(g) - H2(g) + * -> O*,,Hg3Pd9,111,2.93120292
H2O(g) - H2(g) + * -> O*,,Hg3Pd9,111,4.07947176
H2O(g) - H2(g) + * -> O*,,In3Pd9,111,1.50076061
H2O(g) - H2(g) + * -> O*,,In3Pd9,111,1.59719476
H2O(g) - H2(g) + * -> O*,,Pb3Pd9,111,1.65391308
H2O(g) - H2(g) + * -> O*,,Pb3Pd9,111,1.90448462
H2O(g) - H2(g) + * -> O*,,Pd9Re3,111,2.22966923
H2O(g) - H2(g) + * -> O*,,Pd9Rh3,111,1.53011054
H2O(g) - H2(g) + * -> O*,,Pd9Sn3,111,1.6454581
H2O(g) - H2(g) + * -> O*,,Pd9Tl3,111,1.93798156
H2O(g) - H2(g) + * -> O*,,Pd9Zn3,111,1.95004083
H2O(g) - H2(g) + * -> O*,,Pd9Zn3,111,1.30657759
H2O(g) - H2(g) + * -> O*,,Ag3Pt9,111,1.44091897
H2O(g) - H2(g) + * -> O*,,Al3Pt9,111,0.52944972
H2O(g) - H2(g) + * -> O*,,Al3Pt9,111,0.75165597
H2O(g) - H2(g) + * -> O*,,Au3Pt9,111,1.7952384
H2O(g) - H2(g) + * -> O*,,Cr3Pt9,111,2.00865197
H2O(g) - H2(g) + * -> O*,,Ga3Pt9,111,1.14836176
H2O(g) - H2(g) + * -> O*,,Ga3Pt9,111,1.4162245
H2O(g) - H2(g) + * -> O*,,Hg3Pt9,111,1.69363095
H2O(g) - H2(g) + * -> O*,,Pt9Re3,111,2.70579103
H2O(g) - H2(g) + * -> O*,,Pt9Ru3,111,2.44175775
H2O(g) - H2(g) + * -> O*,,Pt9Sn3,111,1.39394967
H2O(g) - H2(g) + * -> O*,,Pt9Sn3,111,1.80715345
H2O(g) - H2(g) + * -> O*,,Ag3Co9,111,3.55167037
H2O(g) - H2(g) + * -> O*,,Al3Pt9,111,1.89415368
H2O(g) - H2(g) + * -> O*,,Au3Pt9,111,3.81809703
H2O(g) - H2(g) + * -> O*,,Pt9Zn3,111,1.1537937
H2O(g) - H2(g) + * -> O*,,Pt9Zn3,111,1.46916398
H2O(g) - H2(g) + * -> O*,,Co9Sn3,111,2.74827684
H2O(g) - H2(g) + * -> O*,,Nb3Re9,111,-1.5718468
H2O(g) - H2(g) + * -> O*,,Sn12,111,0.70243589
H2O(g) - H2(g) + * -> O*,,Sn12,111,0.48800079
H2O(g) - H2(g) + * -> O*,,Sn12,111,1.72774505
H2O(g) - H2(g) + * -> O*,,Sc3Ta9,111,-3.2992474
H2O(g) - H2(g) + * -> O*,,Sc3Ta9,111,-3.0000513
H2O(g) - H2(g) + * -> O*,,Sc3Ti9,111,-3.4016608
H2O(g) - H2(g) + * -> O*,,Sn3Tl9,111,0.60120138
H2O(g) - H2(g) + * -> O*,,Tl12,111,1.39945426
H2O(g) - H2(g) + * -> O*,,Tl3Y9,111,-3.8477531
H2O(g) - H2(g) + * -> O*,,Al3Zn9,111,-0.6295706
H2O(g) - H2(g) + * -> O*,,Re9W3,111,-0.8429435
H2O(g) - H2(g) + * -> O*,,Tl12,111,1.32826982
H2O(g) - H2(g) + * -> O*,,Tl12,111,2.3231338
H2O(g) - H2(g) + * -> O*,,Sn3Zn9,111,0.20786246
H2O(g) - H2(g) + * -> O*,,Tl3Zn9,111,0.02989701
H2O(g) - H2(g) + * -> O*,,Co12,111,-0.201435
H2O(g) - H2(g) + * -> O*,,Cr9Ru3,111,-1.7299352
H2O(g) - H2(g) + * -> O*,,Al9Co3,111,-1.4680275
H2O(g) - H2(g) + * -> O*,,Cd9Co3,111,1.42604441
H2O(g) - H2(g) + * -> O*,,Mn9Ni3,111,-1.5126716
H2O(g) - H2(g) + * -> O*,,Mn9Ni3,111,-1.4267401
H2O(g) - H2(g) + * -> O*,,Al9Co3,111,-1.5790552
H2O(g) - H2(g) + * -> O*,,Cd9Co3,111,1.43885471
H2O(g) - H2(g) + * -> O*,,Al9Co3,111,-0.9093292
H2O(g) - H2(g) + * -> O*,,Co3Mo9,111,-0.7741333
H2O(g) - H2(g) + * -> O*,,Mn3Re9,111,-1.2711705
H2O(g) - H2(g) + * -> O*,,Co3Ti9,111,-3.5790343
H2O(g) - H2(g) + * -> O*,,Co3Ti9,111,-3.3986814
H2O(g) - H2(g) + * -> O*,,Al9Co3,111,1.9701612
H2O(g) - H2(g) + * -> O*,,Co3Mo9,111,0.94585491
H2O(g) - H2(g) + * -> O*,,Au9Co3,111,1.1352754
H2O(g) - H2(g) + * -> O*,,Au9Co3,111,1.16807586
H2O(g) - H2(g) + * -> O*,,Au9Co3,111,2.5464028
H2O(g) - H2(g) + * -> O*,,Au9Co3,111,1.2565413
H2O(g) - H2(g) + * -> O*,,Co3Cu9,111,0.82962611
H2O(g) - H2(g) + * -> O*,,Au9Ni3,111,1.54079767
H2O(g) - H2(g) + * -> O*,,Co3Cu9,111,1.23320345
H2O(g) - H2(g) + * -> O*,,Co3Cu9,111,0.17904927
H2O(g) - H2(g) + * -> O*,,Co3Cu9,111,0.17685794
H2O(g) - H2(g) + * -> O*,,Co3Hf9,111,-3.7067238
H2O(g) - H2(g) + * -> O*,,Co3Cu9,111,0.88945796
H2O(g) - H2(g) + * -> O*,,Co3Hf9,111,-3.3850574
H2O(g) - H2(g) + * -> O*,,Co3In9,111,1.20912682
H2O(g) - H2(g) + * -> O*,,Co3Ir9,111,1.06216535
H2O(g) - H2(g) + * -> O*,,Co3Ir9,111,0.7086594
H2O(g) - H2(g) + * -> O*,,Co3Ir9,111,0.64485225
H2O(g) - H2(g) + * -> O*,,Co3Ir9,111,0.60894125
H2O(g) - H2(g) + * -> O*,,Co3Ir9,111,1.63641181
H2O(g) - H2(g) + * -> O*,,Co3Mn9,111,-1.4938191
H2O(g) - H2(g) + * -> O*,,Co3Mn9,111,-1.3680318
H2O(g) - H2(g) + * -> O*,,Nb12,111,-2.9773938
H2O(g) - H2(g) + * -> O*,,Nb12,111,-2.9829992
H2O(g) - H2(g) + * -> O*,,Nb12,111,-0.958595
H2O(g) - H2(g) + * -> O*,,Ag3Ir9,111,0.33599678
H2O(g) - H2(g) + * -> O*,,Ag3Ir9,111,0.03869323
H2O(g) - H2(g) + * -> O*,,Ag9Y3,111,2.43892912
H2O(g) - H2(g) + * -> O*,,Ag9Y3,111,-0.0149595
H2O(g) - H2(g) + * -> O*,,Pd12,111,1.3591489
H2O(g) - H2(g) + * -> O*,,Pd12,111,1.49908956
H2O(g) - H2(g) + * -> O*,,Pd12,111,2.65083832
H2O(g) - H2(g) + * -> O*,,Ti12,111,-3.4550849
H2O(g) - H2(g) + * -> O*,,In12,111,0.54413461
H2O(g) - H2(g) + * -> O*,,Pb12,111,0.90554968
H2O(g) - H2(g) + * -> O*,,Os3Y9,111,-3.6848834
H2O(g) - H2(g) + * -> O*,,Ru3Y9,111,-3.743444
H2O(g) - H2(g) + * -> O*,,Rh3Y9,111,-3.8125805
H2O(g) - H2(g) + * -> O*,,La9Pd3,111,-3.2984539
H2O(g) - H2(g) + * -> O*,,Ag3La9,111,-2.9994368
H2O(g) - H2(g) + * -> O*,,Ti12,111,-3.2540567
H2O(g) - H2(g) + * -> O*,,In12,111,0.7271109
H2O(g) - H2(g) + * -> O*,,Ti12,111,-0.9850574
H2O(g) - H2(g) + * -> O*,,In12,111,2.19556643
H2O(g) - H2(g) + * -> O*,,Mo12,111,-1.9271414
H2O(g) - H2(g) + * -> O*,,Hf9Os3,111,-3.6531613
H2O(g) - H2(g) + * -> O*,,Hf9Pt3,111,-3.8502421
H2O(g) - H2(g) + * -> O*,,Mo12,111,-2.1164133
H2O(g) - H2(g) + * -> O*,,Mo12,111,-0.8963686
H2O(g) - H2(g) + * -> O*,,W12,111,-1.8912321
H2O(g) - H2(g) + * -> O*,,Rh3Ti9,111,-3.4428397
H2O(g) - H2(g) + * -> O*,,Ta9Ti3,111,-3.3797141
H2O(g) - H2(g) + * -> O*,,Re12,111,-0.7158723
H2O(g) - H2(g) + * -> O*,,Re12,111,-1.2089361
H2O(g) - H2(g) + * -> O*,,Os12,111,0.28697248
H2O(g) - H2(g) + * -> O*,,Os12,111,-0.1299693
H2O(g) - H2(g) + * -> O*,,Mo9W3,111,-2.3411517
H2O(g) - H2(g) + * -> O*,,Os9Zn3,111,0.42961238
H2O(g) - H2(g) + * -> O*,,Os12,111,0.88938599
H2O(g) - H2(g) + * -> O*,,Ru12,111,0.04644602
H2O(g) - H2(g) + * -> O*,,Ru12,111,-0.3760899
H2O(g) - H2(g) + * -> O*,,Ru12,111,1.09376402
H2O(g) - H2(g) + * -> O*,,Ir12,111,0.75079256
H2O(g) - H2(g) + * -> O*,,Ir12,111,0.90740591
H2O(g) - H2(g) + * -> O*,,Ir12,111,1.6106365
H2O(g) - H2(g) + * -> O*,,Rh12,111,0.59541011
H2O(g) - H2(g) + * -> O*,,Rh12,111,0.59842541
H2O(g) - H2(g) + * -> O*,,Rh12,111,1.81037677
H2O(g) - H2(g) + * -> O*,,Pt12,111,1.41701866
H2O(g) - H2(g) + * -> O*,,Pt12,111,1.80368957
H2O(g) - H2(g) + * -> O*,,Pt12,111,2.52910126
H2O(g) - H2(g) + * -> O*,,Ta12,111,-3.2604594
H2O(g) - H2(g) + * -> O*,,Ta12,111,-3.0403097
H2O(g) - H2(g) + * -> O*,,Ta12,111,-0.9698513
H2O(g) - H2(g) + * -> O*,,Zr12,111,-3.4258478
H2O(g) - H2(g) + * -> O*,,Zr12,111,-3.1356827
H2O(g) - H2(g) + * -> O*,,Zr12,111,-0.7548736
H2O(g) - H2(g) + * -> O*,,W12,111,-2.1336003
H2O(g) - H2(g) + * -> O*,,W12,111,-2.1981065
H2O(g) - H2(g) + * -> O*,,W12,111,-1.1796278
H2O(g) - H2(g) + * -> O*,,Y12,111,-3.627658
H2O(g) - H2(g) + * -> O*,,Y12,111,-3.6487693
H2O(g) - H2(g) + * -> O*,,Y12,111,-0.64216
H2O(g) - H2(g) + * -> O*,,Zn12,111,0.30701448
H2O(g) - H2(g) + * -> O*,,Zn12,111,0.07872457
H2O(g) - H2(g) + * -> O*,,V12,111,-3.2309858
H2O(g) - H2(g) + * -> O*,,V12,111,-3.1674896
H2O(g) - H2(g) + * -> O*,,V12,111,-0.9896905
H2O(g) - H2(g) + * -> O*,,Tc12,111,-0.8201325
H2O(g) - H2(g) + * -> O*,,Tc12,111,-1.2872072
H2O(g) - H2(g) + * -> O*,,Tc12,111,-0.1106264
H2O(g) - H2(g) + * -> O*,,Sc12,111,-3.6918909
H2O(g) - H2(g) + * -> O*,,Sc12,111,-3.7517883
H2O(g) - H2(g) + * -> O*,,Sc12,111,-0.9132531
H2O(g) - H2(g) + * -> O*,,Cr12,111,-2.4994253
H2O(g) - H2(g) + * -> O*,,Cr12,111,-2.5008516
H2O(g) - H2(g) + * -> O*,,Cr12,111,-0.9266883
H2O(g) - H2(g) + * -> O*,,Cu12,111,0.81514081
H2O(g) - H2(g) + * -> O*,,Cu12,111,0.92720029
H2O(g) - H2(g) + * -> O*,,Cu12,111,2.56081871
H2O(g) - H2(g) + * -> O*,,Al12,111,-2.0403715
H2O(g) - H2(g) + * -> O*,,Al12,111,-1.5889164
H2O(g) - H2(g) + * -> O*,,Al12,111,0.90394761
H2O(g) - H2(g) + * -> O*,,Bi12,111,0.9804995
H2O(g) - H2(g) + * -> O*,,Hg12,111,1.84624927
H2O(g) - H2(g) + * -> O*,,Cd12,111,1.02520902
H2O(g) - H2(g) + * -> O*,,Cd12,111,0.90444041
H2O(g) - H2(g) + * -> O*,,Ir3Tc9,111,-0.9644638
H2O(g) - H2(g) + * -> O*,,Ir3Tc9,111,-1.2531437
H2O(g) - H2(g) + * -> O*,,Ir3Tc9,111,-0.1970903
H2O(g) - H2(g) + * -> O*,,Au9Bi3,111,1.92074954
H2O(g) - H2(g) + * -> O*,,Au9Bi3,111,2.02131588
H2O(g) - H2(g) + * -> O*,,Au9Bi3,111,1.79428355
H2O(g) - H2(g) + * -> O*,,Au9Bi3,111,1.86352877
H2O(g) - H2(g) + * -> O*,,Ir3Tc9,111,-0.7208999
H2O(g) - H2(g) + * -> O*,,Bi3Cu9,111,0.87959696
H2O(g) - H2(g) + * -> O*,,Bi3Cu9,111,0.50138213
H2O(g) - H2(g) + * -> O*,,Bi3Cu9,111,1.26156615
H2O(g) - H2(g) + * -> O*,,Bi3Pt9,111,1.73731652
H2O(g) - H2(g) + * -> O*,,Bi3Pt9,111,1.40304181
H2O(g) - H2(g) + * -> O*,,Bi9Nb3,111,1.25381063
H2O(g) - H2(g) + * -> O*,,Bi9W3,111,1.33086266
H2O(g) - H2(g) + * -> O*,,Bi3Cd9,111,0.64971737
H2O(g) - H2(g) + * -> O*,,Bi3Cd9,111,0.68528455
H2O(g) - H2(g) + * -> O*,,Bi3Cd9,111,0.75870114
H2O(g) - H2(g) + * -> O*,,Bi3Cd9,111,0.90328094
H2O(g) - H2(g) + * -> O*,,V3W9,111,-0.9237764
H2O(g) - H2(g) + * -> O*,,Bi9Hf3,111,1.50077149
H2O(g) - H2(g) + * -> O*,,Bi9Hf3,111,1.29557644
H2O(g) - H2(g) + * -> O*,,Ag3Bi9,111,0.98706805
H2O(g) - H2(g) + * -> O*,,Ga9Ru3,111,1.6862149
H2O(g) - H2(g) + * -> O*,,Ag3Bi9,111,1.44534762
H2O(g) - H2(g) + * -> O*,,Hg9Tl3,111,2.97145754
H2O(g) - H2(g) + * -> O*,,In9Pd3,111,0.79900596
H2O(g) - H2(g) + * -> O*,,In9Pd3,111,0.74289432
H2O(g) - H2(g) + * -> O*,,In9Pd3,111,0.97751645
H2O(g) - H2(g) + * -> O*,,Cu9Hf3,111,-1.0169158
H2O(g) - H2(g) + * -> O*,,Al9Cu3,111,2.48092758
H2O(g) - H2(g) + * -> O*,,Ag3Cr9,111,-2.4049742
H2O(g) - H2(g) + * -> O*,,Pd9Tl3,111,3.83981606
H2O(g) - H2(g) + * -> O*,,Bi3Ru9,111,-0.2205111
H2O(g) - H2(g) + * -> O*,,Bi3La9,111,-2.853434
H2O(g) - H2(g) + * -> O*,,Bi3Ru9,111,-0.4509562
H2O(g) - H2(g) + * -> O*,,Bi3Pb9,111,0.66803485
H2O(g) - H2(g) + * -> O*,,Ag9Zr3,111,-1.8431907
H2O(g) - H2(g) + * -> O*,,Cd3Cu9,111,3.49372767
H2O(g) - H2(g) + * -> O*,,Bi9Pt3,111,1.1211448
H2O(g) - H2(g) + * -> O*,,Bi9Pt3,111,1.50647459
H2O(g) - H2(g) + * -> O*,,Ag9Zr3,111,-1.8659468
H2O(g) - H2(g) + * -> O*,,Bi9Pt3,111,1.07547484
H2O(g) - H2(g) + * -> O*,,Ag9Bi3,111,1.66637032
H2O(g) - H2(g) + * -> O*,,Bi3Cr9,111,-1.4088079
H2O(g) - H2(g) + * -> O*,,Bi9Pd3,111,1.51828161
H2O(g) - H2(g) + * -> O*,,Ag9Bi3,111,1.93845436
H2O(g) - H2(g) + * -> O*,,Bi3Cr9,111,-1.4539912
H2O(g) - H2(g) + * -> O*,,Bi9Pd3,111,1.11737738
H2O(g) - H2(g) + * -> O*,,Bi9Ta3,111,1.51222735
H2O(g) - H2(g) + * -> O*,,Ag9Bi3,111,1.88486821
H2O(g) - H2(g) + * -> O*,,Bi9Pd3,111,1.400923
H2O(g) - H2(g) + * -> O*,,Ag9Bi3,111,1.71657464
H2O(g) - H2(g) + * -> O*,,Bi9Pd3,111,1.25075398
H2O(g) - H2(g) + * -> O*,,Bi9Cu3,111,1.5494513
H2O(g) - H2(g) + * -> O*,,Bi9Pb3,111,0.91177347
H2O(g) - H2(g) + * -> O*,,Bi9Re3,111,1.63547968
H2O(g) - H2(g) + * -> O*,,Bi3Pd9,111,1.96700563
H2O(g) - H2(g) + * -> O*,,Bi9Cu3,111,0.77572921
H2O(g) - H2(g) + * -> O*,,Bi9Re3,111,1.36224038
H2O(g) - H2(g) + * -> O*,,Bi3Pd9,111,1.78491521
H2O(g) - H2(g) + * -> O*,,Bi3Pd9,111,1.70846129
H2O(g) - H2(g) + * -> O*,,Bi9Rh3,111,1.56719748
H2O(g) - H2(g) + * -> O*,,Bi3Pd9,111,1.91709043
H2O(g) - H2(g) + * -> O*,,Bi9Rh3,111,1.49185827
H2O(g) - H2(g) + * -> O*,,Re9Ta3,111,-1.1297097
H2O(g) - H2(g) + * -> O*,,Bi9Rh3,111,1.12722382
H2O(g) - H2(g) + * -> O*,,Re9Ta3,111,-1.5430079
H2O(g) - H2(g) + * -> O*,,Bi9Rh3,111,1.36244419
H2O(g) - H2(g) + * -> O*,,Cd3Os9,111,-0.3683404
H2O(g) - H2(g) + * -> O*,,Re9Ta3,111,-1.6352201
H2O(g) - H2(g) + * -> O*,,Cd3Os9,111,-0.9120154
H2O(g) - H2(g) + * -> O*,,Re9Ta3,111,-1.7419947
H2O(g) - H2(g) + * -> O*,,Au3Bi9,111,0.81699758
H2O(g) - H2(g) + * -> O*,,Bi9Ru3,111,1.69544745
H2O(g) - H2(g) + * -> O*,,Au3Bi9,111,1.44175436
H2O(g) - H2(g) + * -> O*,,Cr9Re3,111,-2.1480797
H2O(g) - H2(g) + * -> O*,,Re9Zn3,111,-0.2017717
H2O(g) - H2(g) + * -> O*,,Bi9Ru3,111,1.4331161
H2O(g) - H2(g) + * -> O*,,Bi3Rh9,111,0.98540476
H2O(g) - H2(g) + * -> O*,,Au3Bi9,111,1.25381526
H2O(g) - H2(g) + * -> O*,,Cr9Re3,111,-2.2036459
H2O(g) - H2(g) + * -> O*,,Bi9Ru3,111,0.46391273
H2O(g) - H2(g) + * -> O*,,Bi3Rh9,111,0.78105162
H2O(g) - H2(g) + * -> O*,,Rh3W9,111,-2.0217688
H2O(g) - H2(g) + * -> O*,,Mo3Os9,111,0.26638122
H2O(g) - H2(g) + * -> O*,,Zn3Zr9,111,-3.4481324
H2O(g) - H2(g) + * -> O*,,Rh3W9,111,-2.1121522
H2O(g) - H2(g) + * -> O*,,Mo3Os9,111,-0.5370292
H2O(g) - H2(g) + * -> O*,,Re9Zn3,111,3.45367224
H2O(g) - H2(g) + * -> O*,,Zn3Zr9,111,-3.079791
H2O(g) - H2(g) + * -> O*,,Rh3W9,111,-1.5437726
